Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,8,symmetric,symmetric,-1.3659458605208117
100% Corpus,8,asymmetric,0.01,-1.083399292155389
100% Corpus,8,asymmetric,0.31,-1.3309138023170808
100% Corpus,8,asymmetric,0.61,-2.1800057269888415
100% Corpus,8,asymmetric,0.9099999999999999,-2.8339202555629885
100% Corpus,8,asymmetric,symmetric,-1.3037054086842086
100% Corpus,9,0.01,0.01,-1.1649968254014391
100% Corpus,9,0.01,0.31,-1.606511879567024
100% Corpus,9,0.01,0.61,-2.5170158530960296
100% Corpus,9,0.01,0.9099999999999999,-3.0336834606385144
100% Corpus,9,0.01,symmetric,-1.3768879445787245
100% Corpus,9,0.31,0.01,-1.2074718612760345
100% Corpus,9,0.31,0.31,-1.7796094695612794
100% Corpus,9,0.31,0.61,-2.11061189239698
100% Corpus,9,0.31,0.9099999999999999,-2.9659854384809377
100% Corpus,9,0.31,symmetric,-1.4582611056385941
100% Corpus,9,0.61,0.01,-1.2719454599011333
100% Corpus,9,0.61,0.31,-1.9502468669543167
100% Corpus,9,0.61,0.61,-2.8785187224906514
100% Corpus,9,0.61,0.9099999999999999,-2.1519865790418837
100% Corpus,9,0.61,symmetric,-1.7634684808039198
100% Corpus,9,0.9099999999999999,0.01,-1.3814688253746559
100% Corpus,9,0.9099999999999999,0.31,-1.9284064838950268
100% Corpus,9,0.9099999999999999,0.61,-2.4877853460163823
100% Corpus,9,0.9099999999999999,0.9099999999999999,-2.013149275895143
100% Corpus,9,0.9099999999999999,symmetric,-1.4370978695336756
100% Corpus,9,symmetric,0.01,-1.2043001459806602
100% Corpus,9,symmetric,0.31,-1.6543685307261646
100% Corpus,9,symmetric,0.61,-2.552386236633724
100% Corpus,9,symmetric,0.9099999999999999,-3.040451800290736
100% Corpus,9,symmetric,symmetric,-1.4101280854863611
100% Corpus,9,asymmetric,0.01,-1.1836731749695621
100% Corpus,9,asymmetric,0.31,-1.6195893241196784
100% Corpus,9,asymmetric,0.61,-2.392065966706636
100% Corpus,9,asymmetric,0.9099999999999999,-4.18314840720569
100% Corpus,9,asymmetric,symmetric,-1.376646456587736
100% Corpus,10,0.01,0.01,-1.1271629885805945
100% Corpus,10,0.01,0.31,-1.077902034630627
100% Corpus,10,0.01,0.61,-1.4177078212430934
100% Corpus,10,0.01,0.9099999999999999,-2.165548453557845
100% Corpus,10,0.01,symmetric,-1.0215783633153186
100% Corpus,10,0.31,0.01,-1.0655308509086083
100% Corpus,10,0.31,0.31,-1.1862862788615247
100% Corpus,10,0.31,0.61,-1.7415591153746033
100% Corpus,10,0.31,0.9099999999999999,-2.8959979033191994
100% Corpus,10,0.31,symmetric,-1.0088402343094571
100% Corpus,10,0.61,0.01,-1.1156845413236505
100% Corpus,10,0.61,0.31,-1.313803679221752
100% Corpus,10,0.61,0.61,-1.8219587649123585
100% Corpus,10,0.61,0.9099999999999999,-3.109637133426581
100% Corpus,10,0.61,symmetric,-1.057609137168472
100% Corpus,10,0.9099999999999999,0.01,-1.0883898060375996
100% Corpus,10,0.9099999999999999,0.31,-1.208695198158016
100% Corpus,10,0.9099999999999999,0.61,-1.8100142387671112
100% Corpus,10,0.9099999999999999,0.9099999999999999,-3.0012824586102167
100% Corpus,10,0.9099999999999999,symmetric,-0.9920412193565384
100% Corpus,10,symmetric,0.01,-1.1254750493390682
100% Corpus,10,symmetric,0.31,-1.1129503803566547
100% Corpus,10,symmetric,0.61,-1.703193444030245
100% Corpus,10,symmetric,0.9099999999999999,-2.4089956996191417
100% Corpus,10,symmetric,symmetric,-0.9828811352805923
100% Corpus,10,asymmetric,0.01,-1.1332566351495696
100% Corpus,10,asymmetric,0.31,-1.1934735811439983
100% Corpus,10,asymmetric,0.61,-1.7316701081082164
100% Corpus,10,asymmetric,0.9099999999999999,-4.979754735797628
100% Corpus,10,asymmetric,symmetric,-1.1170033004729671
