Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,9,0.01,0.01,-3.2034656337594054
100% Corpus,9,0.01,0.31,-4.610627200187346
100% Corpus,9,0.01,0.61,-6.011401898312242
100% Corpus,9,0.01,0.9099999999999999,-8.389468334481778
100% Corpus,9,0.01,symmetric,-4.222672419511098
100% Corpus,9,0.31,0.01,-2.857845289434918
100% Corpus,9,0.31,0.31,-4.587557999239557
100% Corpus,9,0.31,0.61,-7.066557168311778
100% Corpus,9,0.31,0.9099999999999999,-9.16678902389348
100% Corpus,9,0.31,symmetric,-4.340925736974162
100% Corpus,9,0.61,0.01,-2.8629469966333883
100% Corpus,9,0.61,0.31,-3.1592220162809648
100% Corpus,9,0.61,0.61,-6.115059613330805
100% Corpus,9,0.61,0.9099999999999999,-8.549247750084472
100% Corpus,9,0.61,symmetric,-3.0291932018509247
100% Corpus,9,0.9099999999999999,0.01,-2.958178957497235
100% Corpus,9,0.9099999999999999,0.31,-3.283407045013388
100% Corpus,9,0.9099999999999999,0.61,-4.927681302641346
100% Corpus,9,0.9099999999999999,0.9099999999999999,-6.974348638557953
100% Corpus,9,0.9099999999999999,symmetric,-3.1843001094701524
100% Corpus,9,symmetric,0.01,-3.3466180716484133
100% Corpus,9,symmetric,0.31,-4.52230401998753
100% Corpus,9,symmetric,0.61,-6.737878659867385
100% Corpus,9,symmetric,0.9099999999999999,-8.582646390016016
100% Corpus,9,symmetric,symmetric,-4.213929929482456
100% Corpus,9,asymmetric,0.01,-3.140045653935972
100% Corpus,9,asymmetric,0.31,-7.141357818511732
100% Corpus,9,asymmetric,0.61,-10.443241756740429
100% Corpus,9,asymmetric,0.9099999999999999,-10.174630299722404
100% Corpus,9,asymmetric,symmetric,-4.84795576721265
100% Corpus,10,0.01,0.01,-3.3748286954681412
100% Corpus,10,0.01,0.31,-4.629218150723825
100% Corpus,10,0.01,0.61,-7.44829987887462
100% Corpus,10,0.01,0.9099999999999999,-8.434748388873256
100% Corpus,10,0.01,symmetric,-4.204501596265212
100% Corpus,10,0.31,0.01,-3.338021285671201
100% Corpus,10,0.31,0.31,-5.15453035147159
100% Corpus,10,0.31,0.61,-7.810578726475173
100% Corpus,10,0.31,0.9099999999999999,-10.705433621045826
100% Corpus,10,0.31,symmetric,-3.8732097683470554
100% Corpus,10,0.61,0.01,-2.8904256505250108
100% Corpus,10,0.61,0.31,-4.010167690814198
100% Corpus,10,0.61,0.61,-6.375251191792779
100% Corpus,10,0.61,0.9099999999999999,-8.027005681055346
100% Corpus,10,0.61,symmetric,-3.2414687202405226
100% Corpus,10,0.9099999999999999,0.01,-3.048373004824453
100% Corpus,10,0.9099999999999999,0.31,-3.7104062515154856
100% Corpus,10,0.9099999999999999,0.61,-5.2906589450732495
100% Corpus,10,0.9099999999999999,0.9099999999999999,-8.174902321358019
100% Corpus,10,0.9099999999999999,symmetric,-2.858977768696181
100% Corpus,10,symmetric,0.01,-3.0862671143122737
100% Corpus,10,symmetric,0.31,-5.269953976125541
100% Corpus,10,symmetric,0.61,-7.368884438022084
100% Corpus,10,symmetric,0.9099999999999999,-8.608198751626592
100% Corpus,10,symmetric,symmetric,-4.2938963295614325
100% Corpus,10,asymmetric,0.01,-3.1856707987671453
100% Corpus,10,asymmetric,0.31,-5.569512666079317
100% Corpus,10,asymmetric,0.61,-9.650873756696214
100% Corpus,10,asymmetric,0.9099999999999999,-11.11066451521355
100% Corpus,10,asymmetric,symmetric,-5.136798498196702
