formatted_address,name,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,rating,opening_hours.open_now,adelaide?,south_australia?,australia?,sa?,big_list_name
"223 Liverpool St, Darlinghurst NSW 2010, Australia",Jelix Ventures,-33.8773832,151.2139574,-33.87603172010728,151.2152249798928,-33.87873137989272,151.2125253201073,0.0,,-1,-1,41,-1,jelix ventures rad ventures
"35875 Mound Rd, Sterling Heights, MI 48310, United States","American Rheinmetall Vehicles, LLC",42.5567618,-83.0496229,42.55812322989272,-83.04795167010728,42.55542357010727,-83.05065132989272,0.0,False,-1,-1,-1,-1,rheinmetall
"37 Colebard St E, Acacia Ridge QLD 4110, Australia",Rockpress,-27.5813131,153.0063758,-27.58012577010728,153.0075459798927,-27.58282542989273,153.0048463201072,4.5,False,-1,-1,41,-1,rockpress
"6202 S Tacoma Way, Tacoma, WA 98409, United States",Freeway Trailer Sales Inc,47.2003962,-122.4843688,47.20174867989272,-122.4826823201073,47.19904902010727,-122.4853819798927,4.0,False,-1,-1,-1,-1,haulmark
"Antwerpsesteenweg 949, 9041 Gent, Belgium",Soldamatic,51.0841846,3.7919506,51.08544087989272,3.793329829892722,51.08274122010727,3.790630170107279,0.0,True,-1,-1,-1,-1,soldamatic
"9600 College Way N, Seattle, WA 98103, United States",NSC Education Fund,47.6986794,-122.332758,47.69965097989272,-122.3311409701073,47.69695132010728,-122.3338406298927,0.0,,-1,-1,-1,-1,nsc
"Unit 2/Bentley Business Park/Church Lane, Sheffield S25 2RG, United Kingdom",A Cumberlidge Ltd,53.3718531,-1.2261427,53.37327792989272,-1.224843670107278,53.37057827010727,-1.227543329892722,5.0,,-1,-1,-1,-1,cumberlidge
"Myrtle Bank SA 5064, Australia",Myrtle Bank,-34.9600088,138.6350803,-34.9562537,138.6442476,-34.9645871,138.625879,,,-1,-1,21,12,myrtle bank
"5515 Phinney Ave N, Seattle, WA 98103, United States",St John United Lutheran Church,47.668813,-122.3546817,47.67013782989272,-122.3532360701073,47.66743817010727,-122.3559357298927,4.8,False,-1,-1,-1,-1,the united evangelical lutheran church
"5801 Wilshire Blvd, Los Angeles, CA 90036, United States",La Brea Tar Pits and Museum,34.0637378,-118.355451,34.06548130000001,-118.3543896,34.0623363,-118.3587541,4.6,False,-1,-1,-1,-1,ad listed tar
"Glenelg Beach, Glenelg SA 5045, Australia",The Moseley Beach Club,-34.9802137,138.5101302,-34.97886387010728,138.5114800298927,-34.98156352989272,138.5087803701072,4.4,True,-1,-1,32,23,the moseley beach club s
"Beach St, Port Melbourne VIC 3207, Australia",Beach Club,-37.8434839,144.9380876,-37.84204342010728,144.9395198798927,-37.84474307989272,144.9368202201073,4.1,,-1,-1,35,-1,exchange beach club
"39 Bay St, Port Melbourne VIC 3207, Australia",The Exchange Hotel,-37.8419143,144.9387236,-37.84059122010728,144.9401094798928,-37.84329087989273,144.9374098201073,4.2,True,-1,-1,36,-1,exchange beach club
"9226 Bay Shore Dr NW NW, Silverdale, WA 98383, United States",Yacht Club Broiler,47.6464033,-122.6934937,47.64800432989272,-122.6924431201073,47.64530467010727,-122.6951427798927,4.3,False,-1,-1,-1,-1,yot club
"1061 12th Avenue Fi, Fox Island, WA 98333, United States",Fox Island Yacht Club,47.240505,-122.6034724,47.24185587989272,-122.60240465,47.23915622010728,-122.60621125,4.8,,-1,-1,-1,-1,yot club
"201 Marine Dr, San Francisco, CA 94129, United States",Fort Point National Historic Site,37.8106117,-122.47709,37.81179207989272,-122.4755550701073,37.80909242010727,-122.4782547298927,4.7,False,-1,-1,-1,15,san cisco candlelight
"Cannes Ave, Bonbeach VIC 3196, Australia",Bonbeach Cricket Club,-38.0623435,145.1271569,-38.06099367010727,145.1285067298927,-38.06369332989272,145.1258070701072,4.8,,-1,-1,31,-1,batters cricket club
"11 Herbert St, St Kilda VIC 3182, Australia",Barefoot Cinema - St Kilda,-37.8718313,144.9842194,-37.87065032010727,144.9851328298927,-37.87334997989272,144.9824331701072,4.6,,-1,-1,34,-1,barefoot cinema
"Hobart TAS 7000, Australia",Hobart,-42.8826055,147.3257197,-42.8730457,147.3415027,-42.8916347,147.31561,,,-1,-1,17,-1,hobart s
"92-98 Sydenham Rd, Marrickville NSW 2204, Australia",Philter Brewing,-33.9102514,151.1626457,-33.90883242010727,151.1641271298927,-33.91153207989272,151.1614274701073,4.5,True,-1,-1,42,-1,philter brewing
"33 Russell St, Melbourne VIC 3000, Australia",Gimlet at Cavendish House,-37.8158812,144.9693376,-37.81452452010728,144.9707432298927,-37.81722417989272,144.9680435701073,4.6,True,-1,-1,35,-1,cavendish house
"123 N Jefferson St, Chicago, IL 60661, United States",Sepia,41.8839567,-87.642568,41.88532362989272,-87.64129927010727,41.88262397010728,-87.64399892989272,4.6,False,-1,-1,-1,-1,sepia modern japanese restaurant
"408 Flinders Ln, Melbourne VIC 3000, Australia",W Melbourne,-37.818148,144.960499,-37.81695447010728,144.9616419298927,-37.81965412989272,144.9589422701073,3.9,,-1,-1,37,-1,the w melbourne marriott com
"458 Brunswick St, Fortitude Valley QLD 4006, Australia","Hotel X Brisbane Fortitude Valley, an IHG Hotel",-27.46021,153.0376746,-27.45901397010728,153.0390021798927,-27.46171362989272,153.0363025201073,4.5,,-1,-1,45,-1,hotel x hotelx com au
"Morrison St &, Argyle St, Hobart TAS 7000, Australia",Mawson's Huts Replica Museum,-42.8830643,147.3322416,-42.88179722010727,147.3337334798927,-42.88449687989272,147.3310338201073,4.6,False,-1,-1,43,-1,the mawson s hut replica museum mawsons huts org au
"Festival Drive, Station Rd, Adelaide SA 5000, Australia",Eos by SkyCity,-34.9201533,138.5974159,-34.91876812010728,138.5988572298927,-34.92146777989272,138.5961575701072,4.3,,28,-1,46,37,eos by sky city hotel
"148 Bunda St, Canberra ACT 2601, Australia",Raku Japanese Restaurant,-35.2796166,149.1333432,-35.27816897010727,149.1347786798927,-35.28086862989272,149.1320790201073,4.7,True,-1,-1,33,-1,raku rakudining com au
"Shop 1/1 Constitution Ave, Canberra ACT 2601, Australia",ARC,-35.2829336,149.1309267,-35.28165587010729,149.1322110298927,-35.28435552989273,149.1295113701073,4.4,False,-1,-1,46,-1,arc arccoffee
"Freshwater Place, 3 Queens Bridge St, Southbank VIC 3006, Australia",The Meat & Wine Co Southbank,-37.8215461,144.961854,-37.81997742010727,144.9629996298927,-37.82267707989271,144.9602999701073,4.3,True,-1,-1,58,-1,the meat wine co
"80 Collins St, Melbourne VIC 3000, Australia",Society,-37.8134939,144.9708076,-37.81199632010727,144.9720132798927,-37.81469597989271,144.9693136201073,4.0,True,-1,-1,35,-1,society societyrestaurant com
"114 Lake St, Kirkland, WA 98033, United States","The Minus Shop - CBD oils, CBD tinctures, CBD softgels, CBD bath bombs, and CBD coffee.",47.6758222,-122.2064175,47.67713382989272,-122.2052022201073,47.67443417010728,-122.2079018798927,0.0,False,-1,-1,-1,-1,cbd
"23-29 Market St, Adelaide SA 5000, Australia","Hotel Indigo Adelaide Markets, an IHG Hotel",-34.931175,138.5973203,-34.92983882010728,138.5987657298928,-34.93253847989272,138.5960660701073,4.4,,17,-1,35,26,adelaide hotelindigo
"1 Constitution Ave, Canberra ACT 2601, Australia",Constitution Place,-35.2829336,149.1309267,-35.28165587010729,149.1322110298927,-35.28435552989273,149.1295113701073,4.3,False,-1,-1,39,-1,constitution place
"174 Prospect Rd, Prospect SA 5082, Australia",Prospect Road Uniting Church,-34.88301070000001,138.59362,-34.88166067010727,138.5949734798927,-34.88436032989271,138.5922738201073,5.0,False,-1,-1,35,26,the prospect north methodist choir
"3354 SE Milwaukie Ave, Portland, OR 97202, United States",Bob's Handy Pantry,45.4987623,-122.6538115,45.50012517989272,-122.6525018701073,45.49742552010728,-122.6552015298927,4.0,False,-1,-1,-1,-1,bob s pantry
"9061 Delridge Way SW, Seattle, WA 98106, United States",Boss Drive-In,47.5211639,-122.3589733,47.52262637989272,-122.3575589201073,47.51992672010728,-122.3602585798927,4.3,True,-1,-1,-1,-1,bob s big boy
"414 Maynard Ave S, Seattle, WA 98104, United States",Puget Sound Sage,47.5986881,-122.3248749,47.60001477989272,-122.3236166701072,47.59731512010728,-122.3263163298927,4.0,,-1,-1,-1,-1,the local progress association council
"GXC4+XPX, Kowdiar, Thiruvananthapuram, Kerala 695003, India",The Salvation Army Good Will Working Womens Hostel,8.5224829,76.9568755,8.523777979892722,76.95851582989272,8.521078320107279,76.95581617010728,2.7,,-1,-1,-1,-1,salvation army women s hostel
"P.O. Box 5041 Victoria B, Victoria, BC V8R 6N3, Canada",Victoria Philharmonic Choir,48.44151,-123.3181118,48.44303617989272,-123.3167443201073,48.44033652010727,-123.3194439798927,5.0,False,-1,-1,-1,-1,the philharmonia chorus
"651 SW 149th St, Burien, WA 98166, United States",Viasat Store,47.46933629999999,-122.3440637,47.47076777989272,-122.3427165701073,47.46806812010728,-122.3454162298927,3.0,,-1,-1,-1,-1,viasat
"155 Central Way, Kirkland, WA 98033, United States",Lake And Central Street Lot,47.6763394,-122.2066285,47.67767882989272,-122.2053218201073,47.67497917010728,-122.2080214798927,4.7,True,-1,-1,-1,-1,lot
"Suffolk, Butley, Woodbridge IP12 3PE, United Kingdom",Dingley Dell Farm,52.1083799,1.457507,52.10973227989273,1.458992079892722,52.10703262010728,1.456292420107278,0.0,,-1,-1,-1,-1,dingley dell pork
"101 W South Main St, Flatonia, TX 78941, United States",HeartBrand Beef,29.6865616,-97.1086725,29.68794042989272,-97.10732327010729,29.68524077010728,-97.11002292989272,4.7,False,-1,-1,-1,-1,heartbrand beef
"Betoota, Birdsville QLD 4482, Australia",Betoota,-25.69945,140.740402,-25.6893953,140.7564094,-25.7095038,140.7243946,,,-1,-1,30,-1,the betoota advocate
"2 London St, Port Lincoln SA 5606, Australia",Port Lincoln Library,-34.7233835,135.8655362,-34.72202752010728,135.8668979298927,-34.72472717989272,135.8641982701073,4.6,False,-1,-1,35,26,the port lincoln library
"Seattle, WA 98164, United States",Bushwell Washington E.U.A,47.6062095,-122.3320708,47.60770837989272,-122.3306097701073,47.60500872010728,-122.3333094298927,4.7,False,-1,-1,-1,-1,icarly
"Seattle, WA 98107, United States",The Dream Detective,47.6683478,-122.376958,47.66975567989272,-122.3754400201073,47.66705602010728,-122.3781396798927,0.0,,-1,-1,-1,-1,ad listed dreaming my dreams
"1655 139th Pl NE, Bellevue, WA 98005, United States",Cantrell Motorsports Inc,47.625008,-122.1560183,47.62636112989271,-122.1546030701073,47.62366147010727,-122.1573027298927,4.8,False,-1,-1,-1,-1,formula high performance automotive
"15 Forest St, Bendigo VIC 3550, Australia",DJAARA (formerly Dja Dja Wurrung Clans Aboriginal Corporation),-36.7598008,144.2763231,-36.75837772010728,144.2777666298927,-36.76107737989272,144.2750669701073,5.0,False,-1,-1,32,-1,djaara dja dja wurrung clans aboriginal corporation
"1505 Westlake Ave N #125, Seattle, WA 98109, United States",Hurtigruten Inc.,47.6324364,-122.3412894,47.63389257989272,-122.3398378701073,47.63119292010727,-122.3425375298927,4.8,False,-1,-1,-1,-1,hurtigruten
"408 Av. du Prado, 13008 Marseille, France",PONANT,43.2690445,5.3851895,43.27032307989273,5.386620379892721,43.26762342010728,5.383920720107278,4.4,False,-1,-1,-1,-1,ponant
"321 Exhibition St, Melbourne VIC 3000, Australia",EdroloHQ,-37.8085405,144.9685306,-37.80714947010728,144.9700228798927,-37.80984912989272,144.9673232201073,4.3,False,-1,-1,39,-1,edrolo
"400 S El Camino Real Suite 1050, San Mateo, CA 94402, United States",Forgepoint Capital,37.5618274,-122.3253,37.56328257989272,-122.3238053201073,37.56058292010728,-122.3265049798927,0.0,,-1,-1,-1,33,goldman sachs forgepoint capital
"33 Hutchinson St, Lilydale VIC 3140, Australia",BIG W Lilydale,-37.7606315,145.3483123,-37.75881527010728,145.3499316298927,-37.76151492989272,145.3472319701073,4.2,True,-1,-1,37,-1,telstra woolworths xero
"27 Greenhill Rd, Wayville SA 5034, Australia",Cohda Wireless,-34.9421986,138.5880813,-34.94072812010727,138.5894212298927,-34.94342777989272,138.5867215701072,0.0,False,-1,-1,35,26,cohda wireless
"Main Hospital, 1959 NE Pacific St, Seattle, WA 98195, United States",Neonatal Intensive Care Unit (NICU) at UW Medical Center - Montlake,47.6498722,-122.3082296,47.65101502989273,-122.30574065,47.64831537010728,-122.30905925,5.0,False,-1,-1,-1,-1,icu
"40 Governor Macquarie Tower, 1 Farrer Pl, Sydney NSW 2000, Australia",MinterEllison Sydney,-33.8638572,151.2113084,-33.86274852010728,151.2122839798927,-33.86544817989272,151.2095843201073,3.5,,-1,-1,59,-1,minterellison
"528 Central Way, Kirkland, WA 98033, United States",Tera Apartments,47.67949,-122.197563,47.68068917989272,-122.1962884201072,47.67798952010727,-122.1989880798927,4.7,False,-1,-1,-1,-1,apt
"4/1230 Nepean Hwy, Cheltenham VIC 3192, Australia",Travelmarvel,-37.9662074,145.0575205,-37.96477267010728,145.0590383798927,-37.96747232989272,145.0563387201072,3.5,False,-1,-1,40,-1,travelmarvel
"Republic Building, 1 à·à¶»à· à¶¶à·à¶»à·à¶±à· à¶¢à¶ºà¶­à·à¶½à¶ à¶¸à·à·à¶­, Colombo 00100, Sri Lanka",Ministry of Foreign Affairs,6.937028,79.84366399999999,6.938869329892722,79.84495577989271,6.936169670107278,79.84225612010727,3.3,True,-1,-1,-1,-1,foreign ministry
"96-98 Glen Osmond Rd, Parkside SA 5063, Australia",Slingsby Theatre Company,-34.9446322,138.6215021,-34.94324232010728,138.6227104798927,-34.94594197989272,138.6200108201072,4.2,,-1,-1,40,31,brink and slingsby
"Level 3/24 York St, Sydney NSW 2000, Australia",The Woolmark Company,-33.8682077,151.2062015,-33.86687537010728,151.2074391298927,-33.86957502989272,151.2047394701073,4.0,,-1,-1,37,-1,woolmark
"Gutenbergstrasse 1, 8002 ZÃ¼rich, Switzerland",Wayray,47.3651779,8.5304188,47.36647392989271,8.531995079892724,47.36377427010727,8.52929542010728,0.0,False,-1,-1,-1,-1,wayray ag
"Hawthorne Hills, Seattle, WA, USA",Hawthorne Hills,47.6722916,-122.2774128,47.6757909,-122.2635198,47.6633207,-122.2848917,,,-1,-1,-1,31,hawthorn
"5608 119th Ave SE, Bellevue, WA 98006, United States",Mustard Seed Grill & Pub,47.551947,-122.1776539,47.55332707989272,-122.1764078701073,47.55062742010728,-122.1791075298927,4.3,True,-1,-1,-1,-1,boadz kids pizza class
"12728 Lake City Way NE, Seattle, WA 98125, United States",La boheme bakery,47.7220546,-122.2932839,47.72343182989272,-122.2920386701073,47.72073217010728,-122.2947383298927,4.4,,-1,-1,-1,-1,la boheme
"21 Bond St, Melbourne VIC 3000, Australia",Maha Restaurant,-37.8181528,144.962662,-37.81679252010728,144.9640509298927,-37.81949217989272,144.9613512701073,4.5,True,-1,-1,32,-1,shane delia maha restaurant
"40 Aubrey Walk, London W8 7JG, United Kingdom",Dusty Springfield Blue Plaque,51.5063003,-0.2018378,51.50762092989272,-0.2004121201072778,51.50492127010728,-0.2031117798927222,4.0,,-1,-1,-1,-1,dusty springfield
"500 S Buena Vista St, Burbank, CA 91521, United States",The Walt Disney Studios,34.156207,-118.325189,34.15744377989272,-118.3238384201073,34.15474412010727,-118.3265380798927,4.5,False,-1,-1,-1,-1,walt disney pictures
"5 Lyons St N, Ballarat Central VIC 3350, Australia",Flash's Hair & Beauty Salon,-37.5605676,143.8516593,-37.55922182010728,143.8530083798927,-37.56192147989272,143.8503087201073,4.9,False,-1,-1,41,-1,ballarat hair and beauty
"Philadelphia, PA 19103, United States",Savoy Co,39.9531865,-75.1749671,39.95453902989272,-75.17361662010728,39.95183937010728,-75.17631627989272,0.0,,-1,-1,-1,-1,savoy opera company
"22 Parliament Pl, East Melbourne VIC 3002, Australia",Australian Bach Society,-37.8112026,144.9757509,-37.80984272010728,144.9769736298927,-37.81254237989273,144.9742739701072,4.0,,-1,-1,43,-1,melbourne bach choir
"31 Sturt St, Southbank VIC 3006, Australia",Melbourne Recital Centre,-37.8238758,144.9676033,-37.82240727010727,144.9688423798927,-37.82510692989272,144.9661427201073,4.8,,-1,-1,33,-1,melbourne bach choir
"3 Holder Ave, Richmond SA 5033, Australia",MIMP Computer Cable Pty Ltd,-34.9413701,138.5665297,-34.94003832010728,138.5677822298927,-34.94273797989272,138.5650825701073,5.0,False,-1,-1,32,23,mimp connecting solutions
"96 Prospect Rd, Prospect SA 5082, Australia",GigCity,-34.8885134,138.5938685,-34.88711197010728,138.5953438298927,-34.88981162989272,138.5926441701073,0.0,,-1,-1,34,25,gigcity
"3 Holder Ave, Richmond SA 5033, Australia",MIMP Computer Cable Pty Ltd,-34.9413701,138.5665297,-34.94003832010728,138.5677822298927,-34.94273797989272,138.5650825701073,5.0,False,-1,-1,32,23,mimp
"11 Waymouth St, Adelaide SA 5000, Australia","Department for Industry, Innovation and Science",-34.925981,138.5987182,-34.92455252010728,138.6000332298927,-34.92725217989272,138.5973335701073,5.0,False,16,-1,34,25,the  skilling south australia project
"Edinburgh Rd, Edinburgh SA 5111, Australia",RAAF Base Edinburgh,-34.7167233,138.6453233,-34.71535512010728,138.6466849798927,-34.71805477989272,138.6439853201073,4.9,True,-1,-1,33,24,the  skilling south australia project
"170 120th Ave NE, Bellevue, WA 98005, United States",DXC Seattle,47.6116549,-122.1783435,47.61309302989272,-122.1771307201073,47.61039337010727,-122.1798303798927,0.0,,-1,-1,-1,-1,dxc
"17837 1st Ave S, Normandy Park, WA 98148, United States",DTC Apparel,47.44240449999999,-122.3356458,47.44364292989273,-122.3343537701073,47.44094327010728,-122.3370534298927,0.0,False,-1,-1,-1,-1,dtc
"Plaza Near Aldi entrance, Shop 21/200/220 Commercial Rd, Port Adelaide SA 5015, Australia",Yiros Central Port Adelaide,-34.8480387,138.5061695,-34.84667802010727,138.5075771798927,-34.84937767989272,138.5048775201073,4.6,True,62,-1,80,71,yiros central
"Shop 51, Mains Road &, McCullough St, Sunnybank QLD 4109, Australia",TerryWhite Chemmart Sunnybank Plaza,-27.5696365,153.0623435,-27.56868832010728,153.0638574798927,-27.57138797989272,153.0611578201072,3.7,True,-1,-1,58,-1,terry white chemmart
"1201 3rd Ave #160, Seattle, WA 98101, United States",Shoe Express,47.606902,-122.3363081,47.60815627989272,-122.3349255701073,47.60545662010728,-122.3376252298927,4.6,False,-1,-1,-1,-1,shoe express
"200-220 Commercial Rd, Port Adelaide SA 5015, Australia",Port Adelaide Plaza Shopping Centre,-34.84817870000001,138.5060975,-34.84680497010728,138.5075586798928,-34.84950462989272,138.5048590201073,4.0,True,28,-1,46,37,portadelaideplaza com au
"Port Adelaide Plaza, Shop 25/200 Commercial Rd, Port Adelaide SA 5015, Australia",Australia Post - Port Adelaide Post Shop,-34.848432,138.5056356,-34.84688292010728,138.5069312298928,-34.84958257989272,138.5042315701073,3.6,False,5,-1,71,62,portadelaideplaza com au
"45 A, Block L Gulberg 2, Lahore, Punjab, Pakistan",Moocs,31.5201738,74.350932,31.52146002989273,74.35229292989273,31.51876037010728,74.34959327010728,4.0,,-1,-1,-1,-1,moocs
