formatted_address,name,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,rating,opening_hours.open_now,adelaide?,south_australia?,australia?,sa?,big_list_name
"Carrer d'Isaac Newton, 26, 08022 Barcelona, Spain",museu de la ciÃ£Â¨ncia cosmocaixa,41.4131805,2.131123,41.41493115000001,2.136256899999999,41.41038694999999,2.127912100000001,4.6,False,-1,-1,-1,10,the planetarium cosmocaixa org
"Karl-Marx-Allee 93A, 10243 Berlin, Germany",computer games museum,52.5176466,13.4420057,52.51890862989271,13.44347462989272,52.51620897010727,13.44077497010728,4.5,False,-1,-1,-1,-1,pera museum
"Claverton Down, Bath BA2 7AY, United Kingdom",university of bath,51.3782228,-2.3263987,51.3807942,-2.3220003,51.371519,-2.3394435,4.5,,-1,-1,-1,-1,university of sa
"A Bonifacio Ave, Santo Domingo, Cainta, 1800 Rizal, Philippines",world meteorological organization @ cainta rizal,14.5799579,121.1146996,14.58138182989272,121.1160330298927,14.57868217010728,121.1133333701073,1.0,,-1,-1,-1,17,the world meteorological association
"465 Belleville St, Victoria, BC V8V 1W9, Canada",tally-ho carriage tours,48.4206097,-123.3709013,48.42206122989272,-123.3695312701073,48.41936157010728,-123.3722309298927,4.0,True,-1,-1,-1,-1,national carrier
"4133 University Way NE, Seattle, WA 98105, United States",big time brewery & alehouse,47.657848,-122.3133744,47.65919807989272,-122.3120112201073,47.65649842010728,-122.3147108798927,4.3,True,-1,-1,-1,-1,the lower house
"30 Makerston St, Brisbane City QLD 4000, Australia",queensland police service - recruiting centre,-27.467102,153.0184453,-27.46572837010727,153.0198060798927,-27.46842802989272,153.0171064201072,3.9,True,-1,-1,41,-1,queensland police service
"Judge Patricia H. Clark Children and Family Justice Center, Seattle, WA 98122, United States",king county child and family justice center,47.6050722,-122.3153602,47.60635617989272,-122.3140069701073,47.60365652010728,-122.3167066298927,0.0,,-1,-1,-1,-1,yfs youth and family services
"450 Hangar Ave, Novato, CA 94949, United States",us coast guard pacific strike team,38.0557814,-122.5123607,38.05699037989272,-122.5109352201073,38.05429072010728,-122.5136348798927,4.2,True,-1,-1,-1,-1,cathay pacific premium
"216 Hastings Ave #240, Penticton, BC V2A 2V6, Canada",jci penticton,49.4845006,-119.5940422,49.48598687989272,-119.5926341201073,49.48328722010727,-119.5953337798927,5.0,,-1,-1,-1,-1,pentagon
"1/19 Showgrounds Dr, Beenleigh QLD 4207, Australia",beenleigh showgrounds,-27.7202281,153.198822,-27.7185303,153.2009695,-27.72366070000001,153.1945579,4.0,,-1,-1,41,-1,beenleigh showgrounds
"Jim & Kay Davidson Pavillion, Beenleigh Showgrounds (North, James St, Beenleigh QLD 4207, Australia",beenleigh quilters ass. inc.,-27.719183,153.1990328,-27.71783112010727,153.2003853798927,-27.72053077989272,153.1976857201072,5.0,,-1,-1,90,-1,the beenleigh quilters association
"3703 St Aidans St, Victoria, BC V8P 2V7, Canada",embroiderersÃ¢ÂÂ guild of victoria,48.4610275,-123.3293104,48.46235012989272,-123.3279485701073,48.45965047010728,-123.3306482298927,0.0,,-1,-1,-1,-1,the embroiderers guild
"1825 W 16th Ave, Vancouver, BC V6J 2M3, Canada",vancouver guild of embroiderers,49.2577016,-123.1463005,49.25908922989272,-123.1449523201073,49.25638957010728,-123.1476519798927,0.0,,-1,-1,-1,-1,the embroiderers guild
"3/162 Petrie Terrace, Brisbane City QLD 4000, Australia",royal queensland art society,-27.462809,153.0142224,-27.46146137010728,153.0157048298927,-27.46416102989272,153.0130051701072,4.8,True,-1,-1,46,-1,central queensland university
"10-12 James St, Beenleigh QLD 4207, Australia",beenleigh community garden,-27.7171642,153.2009596,-27.71573472010728,153.2022320298927,-27.71843437989272,153.1995323701072,0.0,False,-1,-1,36,-1,the beenleigh garden club
"Level 5/102 Adelaide St, Brisbane City QLD 4000, Australia",australian performing arts conservatory,-27.468298,153.0247838,-27.46704577010728,153.0262299798927,-27.46974542989272,153.0235303201073,5.0,True,12,-1,49,-1,the australian performing arts conservatory
"96 Petrie Terrace, QLD 4000, Australia",southern cross certified,-27.4641188,153.0139742,-27.46285547010728,153.0154084298927,-27.46555512989272,153.0127087701073,0.0,True,-1,-1,29,-1,southern cross certified
"10 Jean Howie Dr, Morningside QLD 4170, Australia",queensland african communities council,-27.4724335,153.0672599,-27.47110562010728,153.0686385798927,-27.47380527989272,153.0659389201073,4.3,,-1,-1,40,-1,the queensland african communities council
"1515 12th Ave, Seattle, WA 98122, United States",the seattle globalist,47.61444849999999,-122.3170339,47.61581212989272,-122.3156030701073,47.61311247010727,-122.3183027298927,3.0,True,-1,-1,-1,-1,the swell mobis
"11631 98th Ave NE, Kirkland, WA 98034, United States",jersey mike's subs,47.70539600000001,-122.2109287,47.70675422989272,-122.2095068201073,47.70405457010728,-122.2122064798928,4.2,True,-1,-1,-1,-1,batters cricket club
"7054 32nd Ave S room 207 suite 5, Seattle, WA 98118, United States",somali family safety task force,47.5391626,-122.290504,47.54062607989272,-122.2891023201073,47.53792642010728,-122.2918019798927,5.0,True,-1,-1,-1,-1,the domestic and family violence taskforce
"376 Kingston Rd, Slacks Creek QLD 4127, Australia",yfs,-27.643124,153.1187701,-27.64177032010728,153.1200579298927,-27.64446997989272,153.1173582701073,4.4,True,-1,-1,40,-1,cfs
"Mayne Medical School, 20 Weightman St, Herston QLD 4006, Australia",faculty of medicine,-27.4483696,153.0236513,-27.44706137010728,153.0251137298927,-27.44976102989272,153.0224140701073,3.7,,-1,-1,57,-1,university of michigan
"Surgery Pavilion, 1959 NE Pacific St 3rd floor, Seattle, WA 98195, United States",digestive health center at uw medical center - montlake,47.6498722,-122.3082296,47.65101502989273,-122.30574065,47.64831537010728,-122.30905925,3.1,True,-1,-1,-1,-1,the health certification team
"Main Hospital, 1959 NE Pacific St, Seattle, WA 98195, United States",hepatology clinic at uw medical center - montlake,47.6498722,-122.3082296,47.65101502989273,-122.30574065,47.64831537010728,-122.30905925,1.0,True,-1,-1,-1,-1,the californian medical board
"145 Macquarie St, Sydney NSW 2000, Australia",the royal australasian college of physicians,-33.8647488,151.2124675,-33.86340712010728,151.2138965298927,-33.86610677989272,151.2111968701073,3.1,True,-1,-1,35,-1,the royal australasian college of physicians
"Stanley Pl, South Brisbane QLD 4101, Australia",gallery of modern art,-27.47056,153.0171334,-27.46985447010727,153.0187512798927,-27.47255412989272,153.0160516201072,4.6,True,-1,-1,37,-1,the gallery of modern art
"35 Jordan Terrace, Bowen Hills QLD 4006, Australia",the queensland womens historical association inc.,-27.4454667,153.0414159,-27.44403797010728,153.0427798298927,-27.44673762989272,153.0400801701072,4.5,,-1,-1,41,-1,the queensland women s historical association
"2 Delta Cove Dr, Worongary QLD 4213, Australia",worongary state primary school,-28.0224724,153.3425583,-28.02108032010727,153.3438739798927,-28.02377997989272,153.3411743201073,3.0,True,-1,-1,37,-1,worongary state school
"Spokane, WA 99207, United States",division @ longfellow,47.697596,-117.411116,47.69894602989272,-117.4097270701073,47.69624637010727,-117.4124267298927,0.0,,-1,-1,-1,-1,virgin money
"level 12/99 York St, Sydney NSW 2000, Australia",association of independent schools of nsw,-33.8701403,151.2059196,-33.86877527010727,151.2074136798927,-33.87147492989271,151.2047140201073,4.3,True,-1,-1,38,-1,the association of independent schools of sa
"St Margaret's Anglican Girls, 11 Petrie St, Ascot QLD 4007, Australia",st margaret's anglican girls school,-27.43059,153.04963,-27.4286353,153.0512095298927,-27.4314917,153.0485098701073,4.1,True,-1,-1,60,-1,st margaret s anglican girls school
"3221 14th Ave W, Seattle, WA 98119, United States",st. margaret catholic church,47.648748,-122.3755003,47.65009787989273,-122.3741283201073,47.64739822010728,-122.3768279798927,5.0,,-1,-1,-1,-1,the catholic church
"Gate 1/101 L'Estrange Terrace, Kelvin Grove QLD 4059, Australia",queensland ballet academy,-27.4483295,153.0158419,-27.44695797010728,153.0171911798927,-27.44965762989272,153.0144915201072,4.3,True,-1,-1,54,-1,queensland academies
"The Thomas Dixon Centre, 406 Montague Rd, West End QLD 4101, Australia",queensland ballet,-27.4861253,153.0018151,-27.48472197010728,153.0030589798927,-27.48742162989272,153.0003593201073,4.7,True,-1,-1,61,-1,the queensland ballet
"Tasmania, Australia",tasmania,-42.0409059,146.8087323,-39.1979338,148.5031333,-43.7429816,143.8185706,,,-1,-1,10,-1,hydro tasmania
"Park - #301, 175 Longwood Rd S, Hamilton, ON L8P 0A1, Canada",next generation manufacturing canada,43.256778,-79.90066490000001,43.25821102989271,-79.89967357010727,43.25551137010727,-79.90237322989272,0.0,,-1,-1,-1,-1,geelong manufacturing council
"82 Northbourne Ave, Braddon ACT 2612, Australia",australian maritime safety authority,-35.2744863,149.130682,-35.27310497010728,149.1317364298927,-35.27580462989272,149.1290367701073,4.2,True,-1,-1,38,-1,the australian maritime safety authority
"4/255 Elizabeth St, Sydney NSW 2000, Australia",western sydney university - sydney campus,-33.8757124,151.2092035,-33.87430567010728,151.2104014298928,-33.87700532989272,151.2077017701073,4.1,,-1,-1,37,-1,western sydney university s
"99 Talavera Rd, Macquarie Park NSW 2113, Australia",macquarie graduate school of management,-33.7713136,151.1161759,-33.76990847010728,151.1174664798927,-33.77260812989272,151.1147668201073,4.4,True,-1,-1,41,-1,macquarie asset management
"Seattle, WA 98105, United States",global business center,47.6587299,-122.3073078,47.66025342989272,-122.3057119701073,47.65755377010728,-122.3084116298927,0.0,,-1,-1,-1,-1,global sisters
"Level 4/11 Waymouth St, Adelaide SA 5000, Australia",sace board of sa,-34.9260604,138.5990387,-34.92458442010727,138.6003383298927,-34.92728407989271,138.5976386701073,1.5,True,24,-1,42,33,sace board
"5/780 South Rd, Glandore SA 5037, Australia",south australian dairyfarmers' association inc.,-34.966985,138.572397,-34.96555817010729,138.5738223798927,-34.96825782989273,138.5711227201073,5.0,True,-1,-1,34,25,south australian dairy association
"64 Victoria St, London SW1E 6QP, United Kingdom",westminster city council,51.4974386,-0.1372563,51.49871537989272,-0.1357823701072778,51.49601572010727,-0.1384820298927222,3.1,False,-1,-1,-1,-1,westminster council
"Oxford OX1 2JD, United Kingdom",university of oxford,51.7548164,-1.2543668,51.77476399999999,-1.2366352,51.74335679999999,-1.2750404,4.6,,-1,-1,-1,-1,the university of oxford
"Auckland CBD, Auckland 1010, New Zealand",the university of auckland,-36.8523378,174.7691073,-36.84560755,174.7768993,-36.85643935,174.7642817,4.1,True,-1,-1,-1,-1,university of auckland
"Level 3/66-74 Clarence St, Sydney NSW 2000, Australia",telstrasuper financial planning,-33.86699400000001,151.205285,-33.86565277010728,151.2065280298927,-33.86835242989272,151.2038283701073,0.0,True,-1,-1,44,-1,the party of superior financial management
"195 Main Rd, Austins Ferry TAS 7011, Australia",st virgil's college,-42.774196,147.2511255,-42.77288657010727,147.2524282798927,-42.77558622989272,147.2497286201073,2.9,True,-1,-1,37,-1,st virgil s college
"4/10 Queen St, Bellerive TAS 7018, Australia",the cottage school,-42.8753035,147.3672165,-42.87401492010728,147.3684752298927,-42.87671457989272,147.3657755701073,5.0,True,-1,-1,35,-1,the cottage school
"23 Commercial Rd, North Hobart TAS 7000, Australia",the friends' school,-42.8691532,147.3132748,-42.86768927010728,147.3145464798927,-42.87038892989272,147.3118468201073,2.7,True,-1,-1,41,-1,the friends school
"400 Urban Plz Suite 100 Studio 6, Kirkland, WA 98033, United States",a.u.a. skincare llc,47.6782219,-122.1993543,47.67948527989272,-122.1979785701073,47.67678562010727,-122.2006782298927,5.0,True,-1,-1,-1,-1,national science agency
"22, Narellan Rd, Campbelltown NSW 2560, Australia",western sydney university - school of law,-34.0697758,150.7909464,-34.06859272010728,150.7923580798927,-34.07129237989272,150.7896584201073,5.0,True,-1,-1,40,-1,western sydney university s
"College Rd, Jervis Bay JBT 2540, Australia",hmas creswell,-35.13246609999999,150.7012659,-35.13113597010727,150.7026417798927,-35.13383562989272,150.6999421201072,4.2,,-1,-1,33,-1,marcrest
"3 Liversidge St, Acton ACT 2602, Australia",australian academy of the humanities,-35.286506,149.1171603,-35.28521212010727,149.1185674798927,-35.28791177989272,149.1158678201072,5.0,True,-1,-1,33,-1,the australian academy of the humanities
"Elisabeth Murdoch Building,, Parkville VIC 3052, Australia",melbourne centre for the study of higher education,-37.797413,144.9637122,-37.79606317010728,144.9650620298927,-37.79876282989272,144.9623623701073,0.0,,-1,-1,49,3,the melbourne centre for the study of higher education
"84 Hamilton St, Cambridge, MA 02139, United States",superpedestrian,42.3581661,-71.1063497,42.35959127989272,-71.10491667010727,42.35689162010728,-71.10761632989272,4.0,,-1,-1,-1,-1,superpedestrian
"38th Floor, Petron Megaplaza, 358 Sen. Gil J. Puyat Ave, Makati, 1227 Metro Manila, Philippines","wilhelmsen-smith bell manning, inc.",14.56181,121.0256321,14.56324482989272,121.0269951298927,14.56054517010728,121.0242954701073,4.3,False,-1,-1,-1,-1,wilhelmsen d printing corporation
"27 Lindsay St, Toowoomba City QLD 4350, Australia",cobb+co museum,-27.5554249,151.9649372,-27.55426437010728,151.9662203298927,-27.55696402989272,151.9635206701073,4.5,True,-1,-1,40,7,the cobb and co museum
"476/482 Ruthven St, Toowoomba City QLD 4350, Australia",walton stores,-27.5621618,151.9537933,-27.56079377010728,151.9548941798927,-27.56349342989272,151.9521945201073,4.3,False,-1,-1,45,-1,walton stores
"Meet @, 554 Ruthven St, Toowoomba City QLD 4350, Australia",rotary club of toowoomba north,-27.5641809,151.9531465,-27.56275592010728,151.9543757298927,-27.56545557989272,151.9516760701073,0.0,,-1,-1,49,-1,the rotary club of toowoomba
"L10/468 St Kilda Rd, Melbourne VIC 3004, Australia",tlc healthcare,-37.8410237,144.9766686,-37.83963572010728,144.9782104298927,-37.84233537989272,144.9755107701073,3.0,True,-1,-1,41,-1,tlc healthcare
"29 Gloucester Ave, Belair SA 5052, Australia",st john's grammar school,-35.0010993,138.6201928,-34.99968762010727,138.6215431798927,-35.00238727989272,138.6188435201072,0.0,True,-1,-1,35,26,st john s grammar school
"Westminster, London, UK",westminster,51.4974948,-0.1356583,51.5073854,-0.1223458,51.48813089999999,-0.1471354,,,-1,-1,-1,-1,westminster
"Westminster WA 6061, Australia",westminster,-31.8665206,115.835491,-31.8592813,115.8550898,-31.8737523,115.8262171,,,-1,-1,21,-1,westminster
"12 Darcy St, Parramatta NSW 2150, Australia",nsw national parks and wildlife service,-33.8165556,151.004291,-33.81529722010728,151.0056004298927,-33.81799687989272,151.0029007701073,2.9,,-1,-1,34,-1,the national parks and wildlife service
"8 Villiers St, Grafton NSW 2460, Australia",clarence valley conservatorium inc.,-29.6939713,152.9367701,-29.69254027010728,152.9379955798927,-29.69523992989273,152.9352959201073,4.8,True,-1,-1,33,-1,the clarence valley conservatorium
"Angourie Rd, Yamba NSW 2464, Australia",yamba public school,-29.4405191,153.3522045,-29.43918617010728,153.3533785298927,-29.44188582989272,153.3506788701073,0.0,,-1,-1,29,-1,yamba public school
"832 NE Northgate Way, Seattle, WA 98125, United States",rockler woodworking and hardware - seattle,47.7095964,-122.3201428,47.71090857989272,-122.3187600701073,47.70820892010727,-122.3214597298927,4.6,True,-1,-1,-1,-1,royal women s and children s hospital
"Block C of Downtown, 18025 Garden Way NE, Woodinville, WA 98072, United States",barnes & noble,47.7577179,-122.1566356,47.75908457989272,-122.1553204201073,47.75638492010728,-122.1580200798928,4.4,True,-1,-1,-1,-1,barrenjoey
"level 2/696 Bourke St, Melbourne VIC 3000, Australia",six park asset management pty ltd,-37.816706,144.953526,-37.81544142010728,144.9547230798927,-37.81814107989272,144.9520234201073,4.6,True,-1,-1,43,-1,lazard asset management
"10505 NE 38th Pl Suite 9, Kirkland, WA 98033, United States",defensive driving school and driver license testing center,47.6443474,-122.1997152,47.64577977989273,-122.1983072701073,47.64308012010729,-122.2010069298927,4.6,True,-1,-1,-1,-1,the responsive space operations centre
"level 4/10 Moore St, Canberra ACT 2600, Australia",the group of eight ltd,-35.2773003,149.1283601,-35.27593617010727,149.1295436298927,-35.27863582989271,149.1268439701073,5.0,True,-1,-1,40,-1,the group of eight
"North Terrace, Adelaide SA 5000, Australia",adelaide botanic garden,-34.9202716,138.6110115,-34.91923257010728,138.6122012298927,-34.92193222989272,138.6095015701073,4.7,True,15,-1,33,24,the adelaide botanic garden
"37 Bath Ave, Rosebank, Johannesburg, 2146, South Africa",thwack,-26.1460784,28.0403629,-26.14471392010728,28.04180822989272,-26.14741357989272,28.03910857010728,5.0,False,-1,-1,-1,-1,thwack
"Marion County School District, FL, USA",marion county school district,29.2787765,-82.12783999999999,29.521004,-81.63869609999999,28.959885,-82.5361669,,,-1,-1,-1,36,the marion school s
"Marion School District, AR, USA",marion school district,35.1927471,-90.1682271,35.351042,-90.064612,35.1284693,-90.29022,,,-1,-1,-1,29,the marion school s
"MATRIX Innovation Center, Science Park 400, 1098 XH Amsterdam, Netherlands",university industry innovation network b.v.,52.3563947,4.9557194,52.35778752989272,4.957288679892721,52.35508787010727,4.954589020107277,0.0,,-1,-1,-1,-1,the national industry innovation network
"12-50 Norton Rd, Croydon VIC 3136, Australia",swinburne university of technology - croydon,-37.801686,145.285759,-37.80026502010728,145.2866339798927,-37.80296467989272,145.2839343201072,3.5,,-1,-1,35,-1,swinburne university of technology
"187 Thomas St, Haymarket NSW 2000, Australia",uts college,-33.8815008,151.2037667,-33.88012957010728,151.2049062798927,-33.88282922989272,151.2022066201073,3.7,True,-1,-1,35,-1,seda college
"Level 6/1 O'Connell St, Sydney NSW 2000, Australia",unsw cbd campus,-33.864497,151.2099443,-33.86327387010728,151.2114027298927,-33.86597352989272,151.2087030701072,4.6,True,-1,-1,41,-1,unsw s
"655 W 12th Ave, Vancouver, BC V5Z 4R4, Canada",bc centre for disease control,49.260648,-123.1186868,49.26195352989272,-123.1173307201073,49.25925387010728,-123.1200303798927,3.2,False,-1,-1,-1,-1,the centers for disease control and prevention
"29/420 George St, Sydney NSW 2000, Australia",tourism australia,-33.869587,151.2075952,-33.86777852010727,151.2086240798927,-33.87047817989272,151.2059244201073,4.0,True,-1,-1,35,-1,tourism australia
"3629 S D St, Tacoma, WA 98418, United States",tacoma-pierce county health department,47.22514719999999,-122.4346582,47.22657997989272,-122.4337599201073,47.22388032010728,-122.4364595798927,3.8,False,-1,-1,-1,-1,the health department
"Rte de Vidy 9, 1007 Lausanne, Switzerland",international olympic committee,46.5180419,6.5967845,46.51955197989273,6.598318429892721,46.51685232010728,6.595618770107277,4.3,False,-1,-1,-1,23,the international olympic committee ioc
"33 Eland St, Koedoespoort, Pretoria, 0186, South Africa",disease control africa cc,-25.7183791,28.2475389,-25.71690737010728,28.24880442989272,-25.71960702989272,28.24610477010728,0.0,False,-1,-1,-1,-1,mission control centre
"Nigerian Telecommunications, Asokoro 900103, Abuja, Nigeria",african union scientific technical research commission,9.0532007,7.5248397,9.054547779892724,7.526043479892722,9.05184812010728,7.523343820107278,4.0,,-1,-1,-1,-1,the african union au commission s
"Level 3/33 York St, Sydney NSW 2000, Australia",migration institute of australia,-33.8659233,151.2053489,-33.86462627010728,151.2068806798927,-33.86732592989272,151.2041810201073,4.6,True,-1,-1,37,-1,the migration institute of australia
"305 E 47th St, New York, NY 10017, United States",permanent observer mission of the african union to the united nations,40.7528713,-73.9692718,40.75416557989272,-73.96795062010726,40.75146592010728,-73.97065027989271,5.0,False,-1,-1,-1,-1,the essential services commission of south australia
"613 N 27th Ave, Pasco, WA 99301, United States",telco wiring & repair,46.2336667,-119.1266117,46.23501767989273,-119.1253242201073,46.23231802010728,-119.1280238798928,5.0,True,-1,-1,-1,-1,the fixe co working hub renewal
"32/34 Lord St, Botany NSW 2019, Australia",space machines company,-33.9387237,151.1991645,-33.93722187010728,151.2006979298927,-33.93992152989272,151.1979982701073,5.0,,-1,-1,32,-1,space machines company
"UW1, 18115 Campus Way NE, Bothell, WA 98011, United States",uwb1 bothell stem admin,47.7589,-122.1906495,47.76025077989271,-122.1891198201073,47.75755112010727,-122.1918194798927,0.0,,-1,-1,-1,-1,the million stem mecca
"Td., 1051 Woodfield Rd, Schaumburg, IL 60173, United States",wisetech global (us) inc.,42.0420853,-88.05360739999999,42.04349917989273,-88.05229847010727,42.04079952010728,-88.05499812989272,3.3,False,-1,-1,-1,-1,wisetech global
"5050 Industrial Rd, Wall Township, NJ 07727, United States",superpedestrian,40.191916,-74.12368529999999,40.19313672989271,-74.12246457010727,40.19043707010727,-74.12516422989272,0.0,True,-1,-1,-1,-1,superpedestrian
"1501 10th Ave E #101, Seattle, WA 98102, United States",gage academy of art,47.6326812,-122.3206544,47.63381582989273,-122.3192835701073,47.63111617010728,-122.3219832298927,4.2,True,-1,-1,-1,-1,ggwp academy
"Smithfield Plains SA 5114, Australia",smithfield plains,-34.676285,138.6764994,-34.6694536,138.6855389,-34.6840673,138.6677291,,,-1,-1,27,18,smithfield plains
"40 Macquarie St, Barton ACT 2600, Australia",australian strategic policy institute,-35.307897,149.135805,-35.30651947010728,149.1369102798927,-35.30921912989272,149.1342106201073,3.9,,-1,-1,34,-1,australian strategic policy institute
"1 Morrison St, Hawthorn VIC 3122, Australia",scotch college,-37.834218,145.0291482,-37.83277667010728,145.0305452298927,-37.83547632989272,145.0278455701073,4.0,True,-1,-1,34,-1,scotch college s
"Callantina Rd, Hawthorn VIC 3122, Australia",scotch college junior school,-37.8332985,145.0314925,-37.83187837010728,145.0328551798927,-37.83457802989272,145.0301555201073,3.0,,-1,-1,34,-1,faith lutheran college junior school
"30 Chesser St, Adelaide SA 5000, Australia",specialised assistance school for youth (sasy),-34.9251577,138.603192,-34.92380922010727,138.6045364798927,-34.92650887989272,138.6018368201073,5.0,True,15,-1,33,24,the specialised assistance school for youth sasy
"Level 10/41 Exhibition St, Melbourne VIC 3000, Australia",tetris capital pty ltd,-37.8150215,144.9715967,-37.81371062010729,144.9729673798927,-37.81641027989273,144.9702677201073,5.0,True,-1,-1,47,-1,tetris capital
"108 13th St W, North Vancouver, BC V7M 0G8, Canada",the lonsdale,49.3201681,-123.0731041,49.32157142989272,-123.0718188701073,49.31887177010728,-123.0745185298927,5.0,True,-1,-1,-1,-1,the lonsdale company
"23 Pl. de Catalogne, 75014 Paris, France",aefe - agency education french Ã£Â l'Ã£Â©tranger,48.8374447,2.317760100000001,48.83874647989271,2.319218979892722,48.83604682010727,2.316519320107278,4.4,False,-1,-1,-1,-1,the state education department
"Aurora, ON L4G 2C8, Canada",murray dr / seaton dr,43.98527500000001,-79.47616099999999,43.98662577989272,-79.47479667010728,43.98392612010728,-79.47749632989272,0.0,,-1,-1,-1,-1,murray bridge mt gambier heathfield seaton
"47 Upper Pitt St, Kirribilli NSW 2061, Australia",st aloysius' college,-33.8486872,151.2141247,-33.84717107010727,151.2156090798927,-33.84987072989271,151.2129094201073,4.3,True,-1,-1,39,-1,st aloysius college
"533 Harvard Ave E, Seattle, WA 98102, United States",sisters-mother house-washington,47.6240916,-122.3221783,47.62542682989272,-122.3208129201073,47.62272717010728,-122.3235125798927,0.0,,-1,-1,-1,-1,the washington post
"Francisco I. Madero, 97240 MÃÂ©rida, Yucatan, Mexico","""el taliban""",20.9727833,-89.66345869999999,20.97413262989272,-89.66215947010727,20.97143297010728,-89.66485912989272,5.0,,-1,-1,-1,-1,taliban
"Level 23/1 O'Connell St, Sydney NSW 2000, Australia",tribeca investment partners,-33.8645867,151.2101461,-33.86331872010727,151.2114294298927,-33.86601837989272,151.2087297701073,5.0,True,-1,-1,42,-1,terra venture partners
"Suite 401/55 Flemington Rd, North Melbourne VIC 3051, Australia",telix pharmaceuticals limited,-37.79976930000001,144.9543219,-37.79846392010728,144.9557404298928,-37.80116357989272,144.9530407701073,0.0,True,-1,-1,54,-1,telix pharmaceuticals
"Rue Jules Bordet 55, 7180 Seneffe, Belgium",telix pharmaceutical belgium,50.5072423,4.2648676,50.50861577989272,4.266250179892721,50.50591612010728,4.263550520107277,0.0,False,-1,-1,-1,-1,telix pharmaceuticals
"14 155th St SE, Lynnwood, WA 98087, United States",west painting co,47.8569203,-122.2329514,47.85824702989272,-122.2314785201073,47.85554737010727,-122.2341781798928,0.0,,-1,-1,-1,-1,westpac
"Lvl G/99 Coventry St, Southbank VIC 3006, Australia",xugar digital marketing agency melbourne - seo & ppc agency melbourne.,-37.8303862,144.9662079,-37.82898447010728,144.9673493798927,-37.83168412989273,144.9646497201072,4.8,True,-1,-1,42,-1,aboriginal medical services alliance of the
"25 Haverbrack Ave, Malvern VIC 3144, Australia",slim secrets pty ltd,-37.853953,145.0342514,-37.85270897010727,145.0355782298927,-37.85540862989272,145.0328785701073,0.0,,-1,-1,37,-1,slim secrets
"155 Holbrooks Rd, Underdale SA 5032, Australia",aboriginal drug & alcohol council,-34.9183287,138.5488211,-34.91698687010728,138.5500260298927,-34.91968652989272,138.5473263701072,4.5,True,-1,-1,37,28,the aboriginal drug and alcohol council s
"Constitution Ave NW &, 20th St NW, Washington, DC 20551, United States",board of governors of the federal reserve system,38.89331019999999,-77.0458087,38.89476502989272,-77.04445887010726,38.89206537010727,-77.04715852989271,2.7,False,-1,-1,-1,-1,the federal reserve s
"Chemmappilly- Peringottukara, Peringottukara, Kerala 680570, India",starcard,10.422404,76.1173469,10.42377537989272,76.11876382989273,10.42107572010728,76.11606417010728,4.9,True,-1,-1,-1,-1,starcard
"1 Chaucer St, Hamilton VIC 3300, Australia",hamilton and alexandra college,-37.7368682,142.0236166,-37.73569292010727,142.0254061298927,-37.73839257989271,142.0227064701073,4.4,True,-1,-1,33,-1,hamilton and alexandra college
"600 14th St NW, Washington, DC 20005, United States",the hamilton,38.89753779999999,-77.0321866,38.89888327989272,-77.03089492010729,38.89618362010727,-77.03359457989274,4.5,True,-1,-1,-1,-1,the hamilton
"2302 E Denny Way, Seattle, WA 98122, United States",hamilton,47.619038,-122.3023034,47.62047697989272,-122.3010402701073,47.61777732010728,-122.3037399298927,3.9,True,-1,-1,-1,-1,hamilton
"212-216 Northbourne Rd, Campbellfield VIC 3061, Australia",scania australia pty ltd,-37.646949,144.955028,-37.64590962010728,144.9562603798927,-37.64860927989272,144.9535607201072,4.7,True,-1,-1,48,-1,united australia party
"6 Ave of the Americas, Newington NSW 2127, Australia",department of primary industries,-33.8336479,151.0552582,-33.83228072010728,151.0564858298927,-33.83498037989272,151.0537861701073,5.0,True,-1,-1,43,-1,the department of primary industries
"25 Fitzroy St, Tamworth NSW 2340, Australia",ru volunteering,-31.0913218,150.9316725,-31.09000017010728,150.9330495798928,-31.09269982989272,150.9303499201073,1.0,True,-1,-1,34,-1,evolution
"383 Bay St, San Francisco, CA 94133, United States",carbon,37.8055671,-122.4132749,37.80695872989271,-122.4119352201072,37.80425907010726,-122.4146348798927,3.9,False,-1,-1,-1,12,carboni s
"421 7 Ave SW suite 3100, Calgary, AB T2P 4K9, Canada",macquarie group,51.04650549999999,-114.0708233,51.04795632989271,-114.0690987701073,51.04525667010727,-114.0717984298927,0.0,False,-1,-1,-1,-1,macquarie group
"Pacific Tower, 1200 12th Ave S Suite 1101, Seattle, WA 98144, United States",501 commons,47.5928462,-122.3157872,47.59406912989272,-122.3145395201073,47.59136947010728,-122.3172391798927,2.7,True,-1,-1,-1,-1,cosmos
"Seattle, WA 98195, United States",experimental education unit,47.6531171,-122.3152545,47.65446732989272,-122.3139399201073,47.65176767010727,-122.3166395798927,5.0,,-1,-1,-1,-1,department of education
"Southgate Towers, Level 4/40 City Rd, Southbank VIC 3006, Australia",australian institute of family studies,-37.8210097,144.9667335,-37.81979567010728,144.9681804798927,-37.82249532989272,144.9654808201072,0.0,True,-1,-1,58,-1,the australian institute of family studies
