link,tech,person,nationality,building,organization,country,location,product,event,money
https://www.proquest.com/anznews/docview/2701972005/5C465B1D225B42F9PQ/65?accountid=14649,start-up,"joe flanagan sidney powell, sidney powell, joe flanagan, vow, tim noakesmith, ryan edwards pritchard, stephen scheeler, dany milham, nick hazell, jack cowin, inauro, angus kennard craig, tim glasson, dave kaplan, ben sand, grant, warwick, kieran warwick, kain kieran, aaron, brendan wong, anish sinha skye theodorou, jerry huang yawn rong",aussie,,"maple finance, nab, ownhome, all g foods, woolworths, milkrun, koala, uber, ofload, csiro, paytron, safetyculture willed, strong compute, the world economic forum, eucalyptus, men s telehealth, bond illuvium, animoca brands, upcover, stepn, nft","melbourne, sydney newcastle, wollongong brisbane, the gold coast, singapore, thailand, china, sydney, brisbane, new zealand, south korea",silicon valley,,,
https://www.proquest.com/anznews/docview/2701648947/5C465B1D225B42F9PQ/66?accountid=14649,start-up,"joe flanagan sidney powell, sidney powell, joe flanagan, jan pacas, vow, ryan edwards pritchard, stephane doyen, stephen scheeler, dany milham, geoffroy henry, nick hazell, jack cowin, mark heath, francois henrion, inauro, angus kennard craig, aaron zelman dave kaplan, tim glasson, dave kaplan, ben sand, mike reed, shujia zhang, siobhan savage, charlie gearside, tim doyle, grant, warwick, kieran warwick, kain kieran warwick, aaron, brendan wong, anish sinha skye theodorou, jerry huang yawn rong","australian, aussie",,"maple finance, nab, ownhome, all g foods, woolworths, milkrun, koala, ofload, csiro, paytron, safetyculture willed, the world economic forum, eucalyptus, men s telehealth, bond illuvium, animoca, upcover, stepn","australia, melbourne, sydney newcastle, wollongong, brisbane, the gold coast, singapore, thailand, china, sydney, new zealand, south korea",silicon valley,,a m series,
https://www.proquest.com/anznews/docview/2701967890/5C465B1D225B42F9PQ/67?accountid=14649,start-up,"joe flanagan, sidney powell, jan pacas, cape, ryan edwards pritchard, stephane doyen, stephen scheeler, andreessen horowitz, dany milham, nick hazell, jack cowin, inauro, angus kennard craig, tim glasson, dave kaplan, ben sand, y combinator s, siobhan savage, charlie gearside, tim doyle, kieran warwick, kain kieran, aaron, grant, brendan wong, anish sinha skye theodorou, jerry huang yawn rong","australian, aussie",,"maple finance, nab, ownhome, all g foods, woolworths, milkrun, koala, uber, ofload, orange nsw loam bio, csiro, voly, paytron, safetyculture willed, strong compute, the world economic forum, eucalyptus, men s telehealth, bond illuvium, upcover, stepn","australia, melbourne, sydney, wollongong brisbane, the gold coast, singapore, thailand, china, brisbane, new zealand, south korea",silicon valley,,,
https://www.proquest.com/anznews/docview/2701973114/5C465B1D225B42F9PQ/68?accountid=14649,start-up,"penny wong, wong",,,"flinders university chickpea project, university of south australia space start up exchange, australia india council, the chickpea project, flinders uni project","india, australia",,,,
https://www.proquest.com/anznews/docview/2727770719/5C465B1D225B42F9PQ/69?accountid=14649,start-up,"emilia pirone, pirone, andrew kay, kay, nicole st pierre, frank zhao, lisa ireland","south australian, south australians",,"business sa s, business sa, sayes, love glory, kaide real estate, project procurement engineering solutions",south australia,,,,
https://www.proquest.com/anznews/docview/2696957506/5C465B1D225B42F9PQ/70?accountid=14649,start-up,mark hanna,australian,,"h ex, national science agency, csiro, geoscience australia, energyquest",australia,the eyre peninsula,,,
https://www.proquest.com/anznews/docview/2726578603/5C465B1D225B42F9PQ/71?accountid=14649,start-up,james bunn,"british, australian, european, americans",,"frazer nash, the european space agency, lightyear","australia, britain, nsw victoria, south australia, queensland, western australia, uk, england, london, paris, russia",,sputnik,,
https://www.proquest.com/anznews/docview/2720608413/5C465B1D225B42F9PQ/72?accountid=14649,start-up,"rashveen maini, maini, ryan millar, andrew sales, millar, sean ebert, ebert, sales, peter varacalli, varacalli, herbert smith freehills, al jawhari, jawhari, grant tinney, alisa willis, willis, maria palulmbo, alisa",,,"asx, kelsian, beach energy, aml d, environmental science organisa tion eesi group aml d, dmaw lawyers, st rke advanced manufacturing group, st rke amg, lightforce group, junction, human services sa, directorate junction","asx, south australia, adelaide, melbourne, london gillman, australia britain, philippines","the the middle east, north africa, the us europe, australasia",,,
https://www.proquest.com/anznews/docview/2712342406/5C465B1D225B42F9PQ/73?accountid=14649,start-up,"hemsworth, neil waters, ben, the hemsworth brothers, chris hemsworth, andrew pask, waters, hemsworths",tasmanian,hobart zoo,"colossal biosciences, the victoria museum, the thylacine awareness group of australia","adelaide, australia, tasmania, texas, hollywood","the tassie bush, australia, jurassic park",,,
https://www.proquest.com/anznews/docview/2699496335/5C465B1D225B42F9PQ/74?accountid=14649,start-up,"meq probe, callan daley, jordy kitschke, caroline rhodes, penny schultz",,the adelaide oval,"the adelaide university agricultural students association, flux robotics","queensland, adelaide, australia",,,,
https://www.proquest.com/anznews/docview/2469989032/5C465B1D225B42F9PQ/75?accountid=14649,start-up,"david pisoni, andrew nunn co, vinomofo chris liu, marty gauvin, gauvin, jim whalley, jenny paradiso, flavia tata nardini, anton andreacchio, moira, whalley co, whalley, pisoni",,,"horizon ventures, virtual ark, hostworks, suntrix, convergen, hen house co op, industries exchange for entrepreneurship fixe strategy, nova systems, fixe",south australia,,,,
https://www.proquest.com/anznews/docview/2723533645/5C465B1D225B42F9PQ/76?accountid=14649,start-up,"anne champness, john jenkin, jenkin, jaime virgin, virgin",victorian,seventh street,"the tatiara district council, tatiara truck and trailers ttt, tatiara, tatiara truck and trailers, ttt",bordertown,mount gambier,,,
https://www.proquest.com/anznews/docview/2714968639/5C465B1D225B42F9PQ/77?accountid=14649,start-up,paul ashenden,,the old royal adelaide hospital,"the australian space agency, amazon, national company, stone chalk","sa s, adelaide",,,,
https://www.proquest.com/anznews/docview/2673434686/5C465B1D225B42F9PQ/78?accountid=14649,start-up,stead,,,"ping services, ping services co, redarc electronics, redarc","adelaide, sweden, australia, us",,the ping monitor,the winterwind international wind energy conference,
https://www.proquest.com/anznews/docview/2660656026/5C465B1D225B42F9PQ/79?accountid=14649,start-up,"tony laws, laws",,the royal children s hospital,"warrnambool city council, navy, airmid","dennington, melbourne, australia, warrnambool, tullamarine, new guinea","arctic, the solomon islands, the north sea",trifan,,
https://www.proquest.com/anznews/docview/2673008523/5C465B1D225B42F9PQ/80?accountid=14649,start-up,"kieran carvill, scott mckay, rob chapman, scott, mckay",,"kimba lock and lucky bay, the wallaroo port","t ports, aurecon, bowmans rail",kingscote,the eyre peninsula,,,
https://www.proquest.com/anznews/docview/2679310754/5C465B1D225B42F9PQ/81?accountid=14649,start-up,"anna falkiner, andrew hannon, clare scriven, scriven, erin leggatt",,,"mclaren vale, australasian pork research institute, blue farm intelligence, coolsan, gumpara wines, mvwgta, mvgwta",kangaroo island,,,,
https://www.proquest.com/anznews/docview/2703034547/5C465B1D225B42F9PQ/82?accountid=14649,start-up,"chilman, nick schumann, phil cook",,"the cowell community and sporting complex, chilly s farm, the lincoln highway, franklin harbor",,"cowell, chilly s",the eyre peninsula,,,
https://www.proquest.com/anznews/docview/2674042492/5C465B1D225B42F9PQ/83?accountid=14649,start-up,"stephen lee, taryn mangelsdorf",south australians,"goyder s, roseworthy, turretfield research centre","the federal government s, nylb sustainable, nylb, ezy bale, pindarie winery",robertstown,"yorke landscapes board, australia, barossa valley",,,
https://www.proquest.com/anznews/docview/2678209715/5C465B1D225B42F9PQ/84?accountid=14649,start-up,"ryan higgs, higgs, padthaway grapegrower, brooke howell",australian,,,new zealand,"barossa, eden",,,
https://www.proquest.com/anznews/docview/2681079805/5C465B1D225B42F9PQ/85?accountid=14649,start-up,"alan lintern, mandy, kevin, jacqui, lintern, seymour vale, neil kroehn",,mount pleasant saleyards,"suffolk stud, belmont springton","tungkillo, mannum, nsw, telpara",,a suffolk ram,"royal adelaide, the sa junior heifer expo, the sa sheep expo, sa sheep expo committee",
https://www.proquest.com/anznews/docview/2716302702/5C465B1D225B42F9PQ/86?accountid=14649,start-up,"rob clayton, clayton, clayron",,,"nutrien ag, woolworths","australia, bush","australia, central west nsw",,,
https://www.proquest.com/anznews/docview/2672037896/5C465B1D225B42F9PQ/87?accountid=14649,start-up,"david messina, messina",,,"rumin, csiro, the university of wa, the university of wa university of melbourne, the wa department of primary industries and regional development","wa, australia, perth",,,,billion dollar
https://www.proquest.com/anznews/docview/2711016035/5C465B1D225B42F9PQ/88?accountid=14649,start-up,needs,,,,,"gum hill, the west coast, yorke peninsula",,,
https://www.proquest.com/anznews/docview/2674042358/5C465B1D225B42F9PQ/89?accountid=14649,start-up,"stephen lee, taryn mangelsdorf, mangelsdorf",south australians,goyder s,"the federal government s, fdf, nylb, pindarie winery, turretfield research centre",robertstown,"yorke landscapes board, australia, mid north, barossa valley",,,
https://www.proquest.com/anznews/docview/2711977564/5C465B1D225B42F9PQ/90?accountid=14649,start-up,needs,,,,,"gum hill, the west coast, yorke peninsula",,,
https://www.proquest.com/anznews/docview/2719198493/5C465B1D225B42F9PQ/91?accountid=14649,start-up,"ed husic, catriona jackson",albanese,,"the university of technology sydney s broadway, universities australia",,,,,
https://www.proquest.com/anznews/docview/2714177192/5C465B1D225B42F9PQ/92?accountid=14649,start-up,"melanie perkins cliff obrecht, cameron adams, cliff obrecht, marc benioff, melanie perkins, obrecht, perkins, wesley chan, chan, craig blair",australian,hordern pavilion,"canva, canva s, salesforce, telstra, qantas canva, square peg capital, google, airtree ventures, airtree",sydney,,"google docs, canva docs",,
https://www.proquest.com/anznews/docview/2723251260/5C465B1D225B42F9PQ/93?accountid=14649,start-up,greg hicks,,the south australian chamber of mines,,adelaide,,,,
https://www.proquest.com/anznews/docview/2677188069/5C465B1D225B42F9PQ/94?accountid=14649,start-up,"eddie mcguire, tom eddie, tassie, simon, amanda, david, ken tasmania, eddie, shaun eddie, jason, denise, mervin, john, kathy, steve","tassie, tasmanian",,"vic, nm","tassie, nsw, queensland, tasmania, north melbourne, sydney, adelaide, brisbane perth, canberra, gold coast, perth, tassie george",north,,,
https://www.proquest.com/anznews/docview/2675817544/5C465B1D225B42F9PQ/95?accountid=14649,start-up,"gillon mclachlan, jeremy rockliff, mclachlan, rockliff, jeff kennett, john olsen, david koch, colin carter, brett stubbs","tasmanian, hawthorn",,"afl, hawks, aflw, the afl commission","tasmania, hobart, adelaide, port adelaide",south,,,
https://www.proquest.com/anznews/docview/2722584425/5C465B1D225B42F9PQ/96?accountid=14649,start-up,"lauren arnell, arnell, steve price, scott gowans, maggie maclachlan, liz mcgrath",south australian,,"hawthorn, aflw, the men s league, hawks, port","port adelaide, sydney",,,,
https://www.proquest.com/anznews/docview/2727491034/5C465B1D225B42F9PQ/97?accountid=14649,start-up,"patricia ilhan, john ilhan, ross voci, voci, sean senvirtne, ilhan, james jim leslie, alison, monique depiere, alison leslie, leslie, lenox hewitt, bill dix, adam gilchrist, matthew kapp, joanna kapp cales, walter barda, tim lawless, geordie dixon s, joseph xipell, thecla, helenus, simon zanati, justine, peter mcintyre, sigrid thornton, tom burstall, gary willetts, raewyn willetts, abraham st red hill, nick kouparitsas","australian, australia, edwardian","seacombe grove, victoria ave, north melbourne stables, meek st","crazy john s, mydeal, woolworths, the board of management, the royal women s hospital, mobil oil australia, qantas, the ford motor company of australia, the qantas board, monahan dayman adams, phillip adams, adams, soul freshwater s, f gym co, ozmota, corelogic, the austin hospital s, ray white ascot","brighton, mt eliza, nirvana, east melbourne, canterbury, kay burton, melbourne, canberra, sydney, brisbane, adelaide",freshwater,,,
