title,links_,publised_date_,company
Apps kept us healthy during the pandemic but it came at a cost - University of Sydney,https://news.google.com/__i/rss/rd/articles/CBMiemh0dHBzOi8vd3d3LnN5ZG5leS5lZHUuYXUvbmV3cy1vcGluaW9uL25ld3MvMjAyMi8wOC8xOS9hcHBzLWtlcHQtdXMtaGVhbHRoeS1kdXJpbmctdGhlLXBhbmRlbWljLWJ1dC1pdC1jYW1lLWF0LWEtY29zdC5odG1s0gEA?oc=5,"Fri, 19 Aug 2022 07:00:00 GMT",digital health
India Seeks Tech-Enabled Solutions to Expand Its National Digital Health Network - OpenGov Asia,https://news.google.com/__i/rss/rd/articles/CBMiaWh0dHBzOi8vb3BlbmdvdmFzaWEuY29tL2luZGlhLXNlZWtzLXRlY2gtZW5hYmxlZC1zb2x1dGlvbnMtdG8tZXhwYW5kLWl0cy1uYXRpb25hbC1kaWdpdGFsLWhlYWx0aC1uZXR3b3JrL9IBAA?oc=5,"Mon, 18 Apr 2022 12:06:42 GMT",digital health
Australian government fronts up $19 million for digital health tech development - ZDNet,https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL2F1c3RyYWxpYW4tZ292ZXJubWVudC1mcm9udHMtdXAtMTktbWlsbGlvbi1mb3ItZGlnaXRhbC1oZWFsdGgtdGVjaC1kZXZlbG9wbWVudC_SAQA?oc=5,"Sun, 19 Jul 2020 07:00:00 GMT",digital health
UniSA researcher named Young Tall Poppy for medicine safety research - University of South Australia,https://news.google.com/__i/rss/rd/articles/CBMieWh0dHBzOi8vd3d3LnVuaXNhLmVkdS5hdS9tZWRpYS1jZW50cmUvUmVsZWFzZXMvMjAyMi91bmlzYS1yZXNlYXJjaGVyLW5hbWVkLXlvdW5nLXRhbGwtcG9wcHktZm9yLW1lZGljaW5lLXNhZmV0eS1yZXNlYXJjaC_SAQA?oc=5,"Thu, 04 Aug 2022 07:00:00 GMT",digital health
Ascom Australia brings hospital solutions to South Australia - Mobihealth News,https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3Lm1vYmloZWFsdGhuZXdzLmNvbS9uZXdzL2Fuei9hc2NvbS1hdXN0cmFsaWEtYnJpbmdzLWhvc3BpdGFsLXNvbHV0aW9ucy1zb3V0aC1hdXN0cmFsaWHSAQA?oc=5,"Fri, 18 Jun 2021 07:00:00 GMT",digital health
NT Health extends clinical decision support contract with Alcidion - Healthcare IT News,https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LmhlYWx0aGNhcmVpdG5ld3MuY29tL25ld3MvYW56L250LWhlYWx0aC1leHRlbmRzLWNsaW5pY2FsLWRlY2lzaW9uLXN1cHBvcnQtY29udHJhY3QtYWxjaWRpb27SAQA?oc=5,"Tue, 19 Apr 2022 07:00:00 GMT",digital health
"Celo Health, Core Schedule launch integrated healthcare staff comms, rostering solution - Mobihealth News",https://news.google.com/__i/rss/rd/articles/CBMifWh0dHBzOi8vd3d3Lm1vYmloZWFsdGhuZXdzLmNvbS9uZXdzL2Fuei9jZWxvLWhlYWx0aC1jb3JlLXNjaGVkdWxlLWxhdW5jaC1pbnRlZ3JhdGVkLWhlYWx0aGNhcmUtc3RhZmYtY29tbXMtcm9zdGVyaW5nLXNvbHV0aW9u0gEA?oc=5,"Tue, 24 May 2022 07:00:00 GMT",digital health
"The global burden of cancer attributable to risk factors, 2010–19: a systematic analysis for the Global Burden of Disease Study 2019 - The Lancet",https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvbGFuY2V0L2FydGljbGUvUElJUzAxNDAtNjczNigyMikwMTQzOC02L2Z1bGx0ZXh00gEA?oc=5,"Sat, 20 Aug 2022 07:00:00 GMT",digital health
"“Everything kind of revolves around technology”: a qualitative exploration of families' screen use experiences, and intervention suggestions - BMC Public Health - BMC Public Health",https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vYm1jcHVibGljaGVhbHRoLmJpb21lZGNlbnRyYWwuY29tL2FydGljbGVzLzEwLjExODYvczEyODg5LTAyMi0xNDAwNy130gEA?oc=5,"Tue, 23 Aug 2022 07:00:00 GMT",digital health
"Health, Medical & Care - University of South Australia - Connect with UniSA - University of South Australia",https://news.google.com/__i/rss/rd/articles/CBMiQGh0dHBzOi8vd3d3LnVuaXNhLmVkdS5hdS9jb25uZWN0L2luZHVzdHJpZXMvaGVhbHRoLW1lZGljYWwtY2FyZS_SAQA?oc=5,"Thu, 30 Jun 2022 00:07:56 GMT",digital health
Medibank may never know the extent of cyber theft - Townsville Bulletin,https://news.google.com/__i/rss/rd/articles/CBMitwFodHRwczovL3d3dy50b3duc3ZpbGxlYnVsbGV0aW4uY29tLmF1L2J1c2luZXNzL21lZGliYW5rLW1heS1uZXZlci1rbm93LXRoZS1leHRlbnQtb2YtaXRzLWN5YmVyLXRoZWZ0LXdpdGgtZmFsbG91dC1wb3RlbnRpYWxseS1sYXN0aW5nLXllYXJzL25ld3Mtc3RvcnkvMjY5NWVkOGFmZmViZDMyMjVjNThlYWMxMThkNzNmMDnSAbsBaHR0cHM6Ly93d3cudG93bnN2aWxsZWJ1bGxldGluLmNvbS5hdS9idXNpbmVzcy9tZWRpYmFuay1tYXktbmV2ZXIta25vdy10aGUtZXh0ZW50LW9mLWl0cy1jeWJlci10aGVmdC13aXRoLWZhbGxvdXQtcG90ZW50aWFsbHktbGFzdGluZy15ZWFycy9uZXdzLXN0b3J5LzI2OTVlZDhhZmZlYmQzMjI1YzU4ZWFjMTE4ZDczZjA5P2FtcA?oc=5,"Fri, 28 Oct 2022 07:00:00 GMT",digital health
Listed: SA’s 22 hottest start-ups - Adelaide Advertiser,https://news.google.com/__i/rss/rd/articles/CBMiqgFodHRwczovL3d3dy5hZGVsYWlkZW5vdy5jb20uYXUvbGlmZXN0eWxlL3NhLXdlZWtlbmQvc2Vjb25kLWZpdC1mZXJyb25vdmEtYWlyc3BlZWRlci1ibHVldGh1bWItYW5kLW1vcmUtc2FzLTIyLWhvdHRlc3Qtc3RhcnR1cHMvbmV3cy1zdG9yeS9hZjE0ZGJmN2I5OGRjZTQzODc3MTAxNjA1YzBkZjhiZtIBAA?oc=5,"Sat, 17 Sep 2022 07:00:00 GMT",digital health
2000 hi-tech jobs created with national Skilled Service Hub opening in Rundle Mall • Glam Adelaide - Glam Adelaide,https://news.google.com/__i/rss/rd/articles/CBMib2h0dHBzOi8vZ2xhbWFkZWxhaWRlLmNvbS5hdS8yMDAwLWhpLXRlY2gtam9icy1jcmVhdGVkLXdpdGgtbmF0aW9uYWwtc2tpbGxlZC1zZXJ2aWNlLWh1Yi1vcGVuaW5nLWluLXJ1bmRsZS1tYWxsL9IBAA?oc=5,"Thu, 10 Feb 2022 08:00:00 GMT",digital health
Digital health can ease burden on system - Border Chronicle,https://news.google.com/__i/rss/rd/articles/CBMiYGh0dHBzOi8vd3d3LmJvcmRlcmNocm9uaWNsZS5jb20uYXUvc3RvcnkvNzk0OTYwOC9kaWdpdGFsLWhlYWx0aC1jYW4tZWFzZS1idXJkZW4tb24tc3lzdGVtLz9jcz0xMtIBAA?oc=5,"Wed, 19 Oct 2022 07:00:00 GMT",digital health
Achievements and Announcements September 2022 - University of South Australia,https://news.google.com/__i/rss/rd/articles/CBMiOWh0dHBzOi8vd3d3LnVuaXNhLmVkdS5hdS91bmlzYW5ld3MvMjAyMi9zZXB0ZW1iZXIvc3Rvcnk2L9IBAA?oc=5,"Fri, 30 Sep 2022 07:00:00 GMT",digital health
Data-driven nurses ask for a voice in Australia's digital health strategy - ZDNet,https://news.google.com/__i/rss/rd/articles/CBMiZ2h0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL2RhdGEtZHJpdmVuLW51cnNlcy1hc2stZm9yLWEtdm9pY2UtaW4tYXVzdHJhbGlhcy1kaWdpdGFsLWhlYWx0aC1zdHJhdGVneS_SAQA?oc=5,"Wed, 09 Aug 2017 07:00:00 GMT",digital health
"Global, regional, and national burden of hepatitis B, 1990–2019: a systematic analysis for the Global Burden of Disease Study 2019 - The Lancet",https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvbGFuZ2FzL2FydGljbGUvUElJUzI0NjgtMTI1MygyMikwMDEyNC04L2Z1bGx0ZXh00gEA?oc=5,"Mon, 20 Jun 2022 07:00:00 GMT",digital health
Evaluation and optimisation of a state-wide electronic chemotherapy prescribing system - University of South Australia,https://news.google.com/__i/rss/rd/articles/CBMiVGh0dHBzOi8vd3d3LnVuaXNhLmVkdS5hdS9yZXNlYXJjaC9kZWdyZWVzL2VsZWN0cm9uaWMtY2hlbW90aGVyYXB5LXByZXNjcmliaW5nLXN5c3RlbdIBAA?oc=5,"Wed, 05 Oct 2022 23:57:57 GMT",digital health
"Global, regional, and national burden of colorectal cancer and its risk factors, 1990–2019: a systematic analysis for the Global Burden of Disease Study 2019 - The Lancet",https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvbGFuZ2FzL2FydGljbGUvUElJUzI0NjgtMTI1MygyMikwMDA0NC05L2Z1bGx0ZXh00gEA?oc=5,"Thu, 07 Apr 2022 07:00:00 GMT",digital health
Medicare stoush goes live on stage • The Medical Republic - The Medical Republic,https://news.google.com/__i/rss/rd/articles/CBMiR2h0dHBzOi8vbWVkaWNhbHJlcHVibGljLmNvbS5hdS9tZWRpY2FyZS1zdG91c2gtZ29lcy1saXZlLW9uLXN0YWdlLzc5NDUx0gEA?oc=5,"Wed, 19 Oct 2022 07:00:00 GMT",digital health
South Australia: Updates to the 2022 – 2023 Skilled & Business Migration Programs - Ethos Migration Lawyers,https://news.google.com/__i/rss/rd/articles/CBMia2h0dHBzOi8vZXRob3NtaWdyYXRpb24uY29tLmF1L3NvdXRoLWF1c3RyYWxpYS11cGRhdGVzLXRvLXRoZS0yMDIyLTIwMjMtc2tpbGxlZC1idXNpbmVzcy1taWdyYXRpb24tcHJvZ3JhbXMv0gEA?oc=5,"Mon, 05 Sep 2022 07:00:00 GMT",digital health
4 exciting Dutch healthcare technology companies to watch - CIO,https://news.google.com/__i/rss/rd/articles/CBMiYWh0dHBzOi8vd3d3LmNpby5jb20vYXJ0aWNsZS80MDE5NjkvNC1leGNpdGluZy1kdXRjaC1oZWFsdGhjYXJlLXRlY2hub2xvZ3ktY29tcGFuaWVzLXRvLXdhdGNoLmh0bWzSAQA?oc=5,"Sun, 26 Jun 2022 07:00:00 GMT",digital health
"Fitness trackers motivate people to walk 40 minutes extra per day, study finds - Yahoo Sports",https://news.google.com/__i/rss/rd/articles/CBMiTWh0dHBzOi8vc3BvcnRzLnlhaG9vLmNvbS9maXRuZXNzLXRyYWNrZXJzLW1vdGl2YXRlLXBlb3BsZS13YWxrLTE0MTMwMDIyNy5odG1s0gFVaHR0cHM6Ly9zcG9ydHMueWFob28uY29tL2FtcGh0bWwvZml0bmVzcy10cmFja2Vycy1tb3RpdmF0ZS1wZW9wbGUtd2Fsay0xNDEzMDAyMjcuaHRtbA?oc=5,"Sun, 07 Aug 2022 07:00:00 GMT",digital health
"Translating evidence into practice: Implementing culturally safe continuity of midwifery care for First Nations women in three maternity services in Victoria, Australia - The Lancet",https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvZWNsaW5tL2FydGljbGUvUElJUzI1ODktNTM3MCgyMikwMDE0NS02L2Z1bGx0ZXh00gEA?oc=5,"Tue, 03 May 2022 07:00:00 GMT",digital health
AI to Shape Future Outcomes in Cardiovascular Care - Diagnostic and Interventional Cardiology,https://news.google.com/__i/rss/rd/articles/CBMiUWh0dHBzOi8vd3d3LmRpY2FyZGlvbG9neS5jb20vY29udGVudC9haS1zaGFwZS1mdXR1cmUtb3V0Y29tZXMtY2FyZGlvdmFzY3VsYXItY2FyZdIBAA?oc=5,"Thu, 11 Aug 2022 07:00:00 GMT",digital health
The mental health of Farsi-Dari speaking asylum-seeking children and parents facing insecure residency in Australia - The Lancet,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvbGFud3BjL2FydGljbGUvUElJUzI2NjYtNjA2NSgyMikwMDE2My04L2Z1bGx0ZXh00gEA?oc=5,"Thu, 28 Jul 2022 07:00:00 GMT",digital health
"The global, regional, and national burden of benign prostatic hyperplasia in 204 countries and territories from 2000 to 2019: a systematic analysis for the Global Burden of Disease Study 2019 - The Lancet",https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvbGFuaGwvYXJ0aWNsZS9QSUlTMjY2Ni03NTY4KDIyKTAwMjEzLTYvZnVsbHRleHTSAQA?oc=5,"Thu, 20 Oct 2022 07:00:00 GMT",digital health
Equipping community health workers with digital tools for pandemic response in LMICs - Archives of Public Health - Archives of Public Health,https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vYXJjaHB1YmxpY2hlYWx0aC5iaW9tZWRjZW50cmFsLmNvbS9hcnRpY2xlcy8xMC4xMTg2L3MxMzY5MC0wMjAtMDA1MTMtetIBAA?oc=5,"Mon, 04 Jan 2021 08:00:00 GMT",digital health
Technology enables health care to reach one of the most remote communities in the world - Australian Hospital + Healthcare Bulletin,https://news.google.com/__i/rss/rd/articles/CBMinwFodHRwczovL3d3dy5ob3NwaXRhbGhlYWx0aC5jb20uYXUvY29udGVudC90ZWNobm9sb2d5L2FydGljbGUvdGVjaG5vbG9neS1lbmFibGVzLWhlYWx0aC1jYXJlLXRvLXJlYWNoLW9uZS1vZi10aGUtbW9zdC1yZW1vdGUtY29tbXVuaXRpZXMtaW4tdGhlLXdvcmxkLTE0MTUxNTI1NTPSAQA?oc=5,"Fri, 23 Jul 2021 07:00:00 GMT",digital health
$100 million buzz around new hive - Adelaide Advertiser,https://news.google.com/__i/rss/rd/articles/CBMinAFodHRwczovL3d3dy5hZGVsYWlkZW5vdy5jb20uYXUvYnVzaW5lc3MvYS0xMDAtbWlsbGlvbi1hZGVsYWlkZWJhc2VkLWZ1bmQtd2lsbC1zZWVrLXRvLXN1cGVyY2hhcmdlLWRpZ2l0YWwtaGVhbHRoL25ld3Mtc3RvcnkvMWUyNDUxZTI1Y2Y3YmEzNWE1NDFiMDI5YzU0OGQxOGPSAaABaHR0cHM6Ly93d3cuYWRlbGFpZGVub3cuY29tLmF1L2J1c2luZXNzL2EtMTAwLW1pbGxpb24tYWRlbGFpZGViYXNlZC1mdW5kLXdpbGwtc2Vlay10by1zdXBlcmNoYXJnZS1kaWdpdGFsLWhlYWx0aC9uZXdzLXN0b3J5LzFlMjQ1MWUyNWNmN2JhMzVhNTQxYjAyOWM1NDhkMThjP2FtcA?oc=5,"Mon, 12 Oct 2020 07:00:00 GMT",digital health
South Australia's most exciting and innovative start-ups - Adelaide Advertiser,https://news.google.com/__i/rss/rd/articles/CBMiV2h0dHBzOi8vd3d3LmFkZWxhaWRlbm93LmNvbS5hdS93ZWItc3Rvcmllcy9mcmVlL3RoZS1hZHZlcnRpc2VyL3Nhcy0yMi1ob3R0ZXN0LXN0YXJ0LXVwc9IBV2h0dHBzOi8vd3d3LmFkZWxhaWRlbm93LmNvbS5hdS93ZWItc3Rvcmllcy9mcmVlL3RoZS1hZHZlcnRpc2VyL3Nhcy0yMi1ob3R0ZXN0LXN0YXJ0LXVwcw?oc=5,"Tue, 27 Sep 2022 21:43:13 GMT",digital health
Where the machines are the story - The Australian,https://news.google.com/__i/rss/rd/articles/CBMiqQFodHRwczovL3d3dy50aGVhdXN0cmFsaWFuLmNvbS5hdS9idXNpbmVzcy90aGUtZGVhbC1tYWdhemluZS90aGUtZGlnaXRhbC1yZXZvbHV0aW9uLWlzLWNyZWF0aW5nLWEtd2hvbGUtbmV3LWFwcHJvYWNoLXRvLWhlYWx0aC9uZXdzLXN0b3J5LzJiM2U0ODUxNzIzOTU4NWFlODc2NGFiZTc1Mjk2ZjNh0gGtAWh0dHBzOi8vd3d3LnRoZWF1c3RyYWxpYW4uY29tLmF1L2J1c2luZXNzL3RoZS1kZWFsLW1hZ2F6aW5lL3RoZS1kaWdpdGFsLXJldm9sdXRpb24taXMtY3JlYXRpbmctYS13aG9sZS1uZXctYXBwcm9hY2gtdG8taGVhbHRoL25ld3Mtc3RvcnkvMmIzZTQ4NTE3MjM5NTg1YWU4NzY0YWJlNzUyOTZmM2E_YW1w?oc=5,"Fri, 18 Jun 2021 07:00:00 GMT",digital health
South Australia opens up challenge funding for research - https://www.innovationaus.com/,https://news.google.com/__i/rss/rd/articles/CBMiVmh0dHBzOi8vd3d3Lmlubm92YXRpb25hdXMuY29tL3NvdXRoLWF1c3RyYWxpYS1vcGVucy11cC1jaGFsbGVuZ2UtZnVuZGluZy1mb3ItcmVzZWFyY2gv0gEA?oc=5,"Fri, 04 Feb 2022 08:00:00 GMT",digital health
Roundup: Fred launches third-party apps marketplace and more briefs - Mobihealth News,https://news.google.com/__i/rss/rd/articles/CBMiamh0dHBzOi8vd3d3Lm1vYmloZWFsdGhuZXdzLmNvbS9uZXdzL2Fuei9yb3VuZHVwLWZyZWQtbGF1bmNoZXMtdGhpcmQtcGFydHktYXBwcy1tYXJrZXRwbGFjZS1hbmQtbW9yZS1icmllZnPSAQA?oc=5,"Fri, 19 Aug 2022 07:00:00 GMT",digital health
"Intergenerational transmission of child maltreatment in South Australia, 1986–2017: a retrospective cohort study - The Lancet",https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvbGFucHViL2FydGljbGUvUElJUzI0NjgtMjY2NygyMSkwMDAyNC00L2Z1bGx0ZXh00gEA?oc=5,"Fri, 30 Apr 2021 07:00:00 GMT",digital health
South Australia's aged care AI trial produced 12000 false alarms - iTnews,https://news.google.com/__i/rss/rd/articles/CBMiZWh0dHBzOi8vd3d3Lml0bmV3cy5jb20uYXUvbmV3cy9zb3V0aC1hdXN0cmFsaWFzLWFnZWQtY2FyZS1haS10cmlhbC1wcm9kdWNlZC0xMjAwMC1mYWxzZS1hbGFybXMtNTg0Njkz0gEA?oc=5,"Thu, 01 Sep 2022 07:00:00 GMT",digital health
Cisco teams with Flinders for Adelaide tech innovation hub - Consultancy.com.au,https://news.google.com/__i/rss/rd/articles/CBMiY2h0dHBzOi8vd3d3LmNvbnN1bHRhbmN5LmNvbS5hdS9uZXdzLzUyMjgvY2lzY28tdGVhbXMtd2l0aC1mbGluZGVycy1mb3ItYWRlbGFpZGUtdGVjaC1pbm5vdmF0aW9uLWh1YtIBZ2h0dHBzOi8vd3d3LmNvbnN1bHRhbmN5LmNvbS5hdS9uZXdzL2FtcC81MjI4L2Npc2NvLXRlYW1zLXdpdGgtZmxpbmRlcnMtZm9yLWFkZWxhaWRlLXRlY2gtaW5ub3ZhdGlvbi1odWI?oc=5,"Mon, 04 Apr 2022 07:00:00 GMT",digital health
Estimation of the global prevalence of dementia in 2019 and forecasted prevalence in 2050: an analysis for the Global Burden of Disease Study 2019 - The Lancet,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvbGFucHViL2FydGljbGUvUElJUzI0NjgtMjY2NygyMSkwMDI0OS04L2Z1bGx0ZXh00gEA?oc=5,"Thu, 06 Jan 2022 08:00:00 GMT",digital health
Three familiar faces honoured with special President's Award - Australian Medical Association,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LmFtYS5jb20uYXUvbWVkaWEvdGhyZWUtZmFtaWxpYXItZmFjZXMtaG9ub3VyZWQtc3BlY2lhbC1wcmVzaWRlbnRzLWF3YXJk0gEA?oc=5,"Tue, 02 Aug 2022 07:00:00 GMT",digital health
Global tech skills program lands in South Australia - https://www.innovationaus.com/,https://news.google.com/__i/rss/rd/articles/CBMiUmh0dHBzOi8vd3d3Lmlubm92YXRpb25hdXMuY29tL2dsb2JhbC10ZWNoLXNraWxscy1wcm9ncmFtLWxhbmRzLWluLXNvdXRoLWF1c3RyYWxpYS_SAQA?oc=5,"Tue, 07 Jun 2022 07:00:00 GMT",digital health
This week's IT channel government news - Services - CRN Australia,https://news.google.com/__i/rss/rd/articles/CBMiSGh0dHBzOi8vd3d3LmNybi5jb20uYXUvbmV3cy90aGlzLXdlZWtzLWl0LWNoYW5uZWwtZ292ZXJubWVudC1uZXdzLTU4NTU2ONIBAA?oc=5,"Thu, 22 Sep 2022 07:00:00 GMT",digital health
"Potentially preventable dementia in a First Nations population in the Torres Strait and Northern Peninsula Area of North Queensland, Australia: A cross sectional analysis using population attributable fractions - The Lancet",https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvbGFud3BjL2FydGljbGUvUElJUzI2NjYtNjA2NSgyMikwMDE0Ny1YL2Z1bGx0ZXh00gEA?oc=5,"Wed, 06 Jul 2022 07:00:00 GMT",digital health
Malinauskas demands plan for AUKUS workforce - https://www.innovationaus.com/,https://news.google.com/__i/rss/rd/articles/CBMiS2h0dHBzOi8vd3d3Lmlubm92YXRpb25hdXMuY29tL21hbGluYXVza2FzLWRlbWFuZHMtcGxhbi1mb3ItYXVrdXMtd29ya2ZvcmNlL9IBAA?oc=5,"Thu, 01 Sep 2022 07:00:00 GMT",digital health
Australia's Biggest Hospital Project To Boost Research - The National Tribune,https://news.google.com/__i/rss/rd/articles/CBMiWmh0dHBzOi8vd3d3Lm5hdGlvbmFsdHJpYnVuZS5jb20uYXUvYXVzdHJhbGlhLXMtYmlnZ2VzdC1ob3NwaXRhbC1wcm9qZWN0LXRvLWJvb3N0LXJlc2VhcmNoL9IBAA?oc=5,"Wed, 05 Oct 2022 07:00:00 GMT",digital health
SA defence industry taskforce to manage French sub fallout - https://www.innovationaus.com/,https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3Lmlubm92YXRpb25hdXMuY29tL3NhLWRlZmVuY2UtaW5kdXN0cnktdGFza2ZvcmNlLXRvLW1hbmFnZS1mcmVuY2gtc3ViLWZhbGxvdXQv0gEA?oc=5,"Wed, 07 Sep 2022 07:00:00 GMT",digital health
Another hidden environmental challenge of healthcare - The BMJ,https://news.google.com/__i/rss/rd/articles/CBMiLGh0dHBzOi8vd3d3LmJtai5jb20vY29udGVudC8zNzEvYm1qLm00Mjg5L3Jy0gEA?oc=5,"Fri, 06 Nov 2020 08:00:00 GMT",digital health
Victoria's Cabrini Health and The Alfred adopt The Clinician's PROMs platform - Healthcare IT News,https://news.google.com/__i/rss/rd/articles/CBMibWh0dHBzOi8vd3d3LmhlYWx0aGNhcmVpdG5ld3MuY29tL25ld3MvYW56L3ZpY3Rvcmlhcy1jYWJyaW5pLWhlYWx0aC1hbmQtYWxmcmVkLWFkb3B0LWNsaW5pY2lhbnMtcHJvbXMtcGxhdGZvcm3SAQA?oc=5,"Wed, 17 Nov 2021 08:00:00 GMT",digital health
First wholesale delivery of SA Hydrogen departs - https://www.innovationaus.com/,https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3Lmlubm92YXRpb25hdXMuY29tL2ZpcnN0LXdob2xlc2FsZS1kZWxpdmVyeS1vZi1zYS1oeWRyb2dlbi1kZXBhcnRzL9IBAA?oc=5,"Tue, 30 Aug 2022 07:00:00 GMT",digital health
The global burden of adolescent and young adult cancer in 2019: a systematic analysis for the Global Burden of Disease Study 2019 - The Lancet,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvbGFub25jL2FydGljbGUvUElJUzE0NzAtMjA0NSgyMSkwMDU4MS03L2Z1bGx0ZXh00gEA?oc=5,"Fri, 03 Dec 2021 08:00:00 GMT",digital health
Monoclonal antibodies and Fc-fusion protein biologic medicines: A multinational cross-sectional investigation of accessibility and affordability in Asia Pacific regions between 2010 and 2020 - The Lancet,https://news.google.com/__i/rss/rd/articles/CBMiU2h0dHBzOi8vd3d3LnRoZWxhbmNldC5jb20vam91cm5hbHMvbGFud3BjL2FydGljbGUvUElJUzI2NjYtNjA2NSgyMikwMDEyMS0zL2Z1bGx0ZXh00gEA?oc=5,"Fri, 24 Jun 2022 07:00:00 GMT",digital health
"Power list: Queensland’s most influential in health, wellbeing - Courier Mail",https://news.google.com/__i/rss/rd/articles/CBMipQFodHRwczovL3d3dy5jb3VyaWVybWFpbC5jb20uYXUvbmV3cy9zcGVjaWFsLWZlYXR1cmVzL2luLWRlcHRoL3Bvd2VyLWxpc3QtcXVlZW5zbGFuZHMtbW9zdC1pbmZsdWVudGlhbC1pbi1oZWFsdGgtd2VsbGJlaW5nL25ld3Mtc3RvcnkvYWFiYWNmMmM4NjAyNDVlYTRmNGU2NDdhY2I3NTRiODXSAQA?oc=5,"Wed, 14 Sep 2022 07:00:00 GMT",digital health
Translating evidence-based treatment for digital health delivery: a protocol for family-based treatment for anorexia nervosa using telemedicine - Journal of Eating Disorders - BioMed Central,https://news.google.com/__i/rss/rd/articles/CBMiSGh0dHBzOi8vamVhdGRpc29yZC5iaW9tZWRjZW50cmFsLmNvbS9hcnRpY2xlcy8xMC4xMTg2L3M0MDMzNy0wMjAtMDAzMjgteNIBAA?oc=5,"Fri, 09 Oct 2020 07:00:00 GMT",digital health
Future focused: The Aussie city for progressive thinkers - The Guardian,https://news.google.com/__i/rss/rd/articles/CBMigwFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vc291dGgtYXVzdHJhbGlhLWEtbmV3LXN0YXRlLW9mLW1pbmQvMjAyMi9ub3YvMDIvZnV0dXJlLWZvY3VzZWQtdGhlLWF1c3NpZS1jaXR5LWZvci1wcm9ncmVzc2l2ZS10aGlua2Vyc9IBgwFodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vc291dGgtYXVzdHJhbGlhLWEtbmV3LXN0YXRlLW9mLW1pbmQvMjAyMi9ub3YvMDIvZnV0dXJlLWZvY3VzZWQtdGhlLWF1c3NpZS1jaXR5LWZvci1wcm9ncmVzc2l2ZS10aGlua2Vycw?oc=5,"Wed, 02 Nov 2022 07:00:00 GMT",data analytics
Visual interactive process analytics in complex domains - University of South Australia,https://news.google.com/__i/rss/rd/articles/CBMiTmh0dHBzOi8vd3d3LnVuaXNhLmVkdS5hdS9yZXNlYXJjaC9kZWdyZWVzL3Zpc3VhbC1pbnRlcmFjdGl2ZS1wcm9jZXNzLWFuYWx5dGljc9IBAA?oc=5,"Mon, 14 Nov 2022 23:37:49 GMT",data analytics
Cognizant launches new delivery centre in Adelaide - Technology Decisions,https://news.google.com/__i/rss/rd/articles/CBMif2h0dHBzOi8vd3d3LnRlY2hub2xvZ3lkZWNpc2lvbnMuY29tLmF1L2NvbnRlbnQvaXQtbWFuYWdlbWVudC9uZXdzL2NvZ25pemFudC1sYXVuY2hlcy1uZXctZGVsaXZlcnktY2VudHJlLWluLWFkZWxhaWRlLTEyNDUwNTMxMTHSAQA?oc=5,"Mon, 24 Oct 2022 07:00:00 GMT",data analytics
Pollinate expands with new offices in Brisbane and Adelaide - Mediaweek,https://news.google.com/__i/rss/rd/articles/CBMiWWh0dHBzOi8vd3d3Lm1lZGlhd2Vlay5jb20uYXUvcG9sbGluYXRlLWV4cGFuZHMtd2l0aC1uZXctb2ZmaWNlcy1pbi1icmlzYmFuZS1hbmQtYWRlbGFpZGUv0gEA?oc=5,"Thu, 03 Nov 2022 00:14:10 GMT",data analytics
