LGA_Name,Beach_FID,Beach_Name,Width_B,Length_B,Patrolled_B,Width_S,Length_S,Patrolled_S,Close_S
Eurobodalla,714,Myrtle,40,250,No,40,250,No,No
Eurobodalla,715,South Myrtle,20,150,No,20,150,No,No
Eurobodalla,716,Richmond,50,300,No,50,300,No,No
Eurobodalla,717,Cullendulla,40,700,No,40,700,No,No
Eurobodalla,718,Surfside,60,800,No,60,800,No,No
Eurobodalla,719,Surfside  South ,30,1000,No,30,1000,No,No
Eurobodalla,720,Oaky ,60,250,No,60,250,No,No
Eurobodalla,721,Long North 2,15,200,No,15,200,No,No
Eurobodalla,722,Long,50,2300,No,50,2300,No,No
Eurobodalla,723,Long North 1,20,200,No,20,200,No,No
Eurobodalla,724,Maloneys,50,1000,No,50,1000,No,No
Eurobodalla,725,Honeysuckle,30,100,No,30,100,No,No
Eurobodalla,726,Acheron Ledge,50,300,No,50,300,No,No
Eurobodalla,727,Chain Bay,20,100,No,20,100,No,No
Eurobodalla,728,Acheron Ledge North,20,300,No,20,300,No,No
Eurobodalla,729,North Head ,80,300,No,80,300,No,No
Eurobodalla,730,Corrigans,100,2000,No,100,2000,No,No
Eurobodalla,731,Batehaven / Caseys,40,1000,No,40,1000,No,No
Eurobodalla,732,Sunshine Cove,30,300,No,30,300,No,No
Eurobodalla,733,Denhams,80,200,No,80,200,No,No
Eurobodalla,734,Surf ,80,300,No,80,300,No,No
Eurobodalla,735,Wimbie,60,250,No,60,250,No,No
Eurobodalla,736,Circuit,30,60,No,30,60,No,No
Eurobodalla,737,Lilli Pilli,60,250,No,60,250,No,No
Eurobodalla,738,Mosquito Bay,30,50,No,30,50,No,No
Eurobodalla,739,Garden Bay,30,100,No,30,100,No,No
Eurobodalla,740,Malua Bay,60,400,Yes,60,400,Yes,No
Eurobodalla,741,Pretty Point Bay,20,100,No,20,100,No,No
Eurobodalla,742,McKenzies ,60,250,No,60,250,No,No
Eurobodalla,743,Rosedale North,20,200,No,20,200,No,No
Eurobodalla,744,Rosedale,60,700,No,60,700,No,No
Eurobodalla,745,Jimmies Island,20,50,No,20,50,No,No
Eurobodalla,746,Nuns ,30,60,No,30,60,No,No
Eurobodalla,747,Black,30,50,No,30,50,No,No
Eurobodalla,748,Guerilla Bay North,20,100,No,20,100,No,No
Eurobodalla,749,Guerilla Bay,60,200,No,60,200,No,No
Eurobodalla,750,Barlings,80,1200,No,80,1200,No,No
Eurobodalla,751,Burrewarra Point 3 / Little Paddock,30,150,No,30,150,No,No
Eurobodalla,752,Burrewarra Point 2,20,30,No,20,30,No,No
Eurobodalla,753,Tomakin Cove,60,300,No,60,300,No,No
Eurobodalla,754,Burrewarra Point 4 ,30,300,No,30,300,No,No
Eurobodalla,755,Burrewarra Point 1,190,60,No,190,60,No,No
Eurobodalla,756,Tomakin,60,1000,No,60,1000,No,No
Eurobodalla,757,Broulee,80,2000,No,80,2000,No,No
Eurobodalla,758,Broulee Spit,100,200,No,100,200,No,No
Eurobodalla,759,Bengello  / South Broulee / South,100,5000,Yes,100,5000,Yes,No
Eurobodalla,760,North Head / Airport,25,1000,No,25,1000,No,No
Eurobodalla,761,Moruya Heads 1,30,200,No,30,200,No,No
Eurobodalla,762,Moruya Heads 2,30,150,No,30,150,No,No
Eurobodalla,763,Shelly ,20,200,No,20,200,No,No
Eurobodalla,764,Moruya (Heads),120,2500,Yes,120,2500,Yes,No
Eurobodalla,765,Pedro,90,2500,No,90,2500,No,No
Eurobodalla,766,Congo,70,1300,No,70,1300,No,No
Eurobodalla,767,Congo Point South 1,20,100,No,20,100,No,No
Eurobodalla,768,Congo Point South 2,40,200,No,40,200,No,No
Eurobodalla,769,Meringo,50,1000,No,50,1000,No,No
Eurobodalla,770,Koonwarra / Meringo  South,50,1000,No,50,1000,No,No
Eurobodalla,771,Mullimburra Point / Family / Honeymoon,100,150,No,100,150,No,No
Eurobodalla,772,Mullimburra Point South 1,20,60,No,20,60,No,No
Eurobodalla,773,Mullimburra Point South 2,30,100,No,30,100,No,No
Eurobodalla,774,Mullimburra Point South 3,70,300,No,70,300,No,No
Eurobodalla,775,Kellys Lake,50,1000,No,50,1000,No,No
Eurobodalla,776,Bingie Bingie Point ,50,200,No,50,200,No,No
Eurobodalla,777,Bingie ,30,4200,No,30,4200,No,No
Eurobodalla,778,Coila Bar,120,1200,No,120,1200,No,No
Eurobodalla,779,Coila South  (Stonesys),20,40,No,20,40,No,No
Eurobodalla,780,Tarandore Point / Plantation ,100,250,No,100,250,No,No
Eurobodalla,781,One Tree,100,250,No,100,250,No,No
Eurobodalla,782,Tuross Head,50,250,No,50,250,No,No
Eurobodalla,783,Tuross Entrance,100,100,No,100,100,No,No
Eurobodalla,784,South Tuross,100,1200,No,100,1200,No,No
Eurobodalla,785,Blackfellows Point,100,250,No,100,250,No,No
Eurobodalla,786,Piccaninny,50,100,No,50,100,No,No
Eurobodalla,787,Potato,80,900,No,80,900,No,No
Eurobodalla,788,Jemisons,60,750,No,60,750,No,No
Eurobodalla,789,Brou,100,2500,No,100,2500,No,No
Eurobodalla,790,Dalmeny,100,4000,No,100,4000,No,No
Eurobodalla,791,Joshs,20,50,No,20,50,No,No
Eurobodalla,792,Yabbara,80,300,No,80,300,No,No
Eurobodalla,793,Duesburys,60,500,No,60,500,No,No
Eurobodalla,794,Kianga,50,500,No,50,500,No,No
Eurobodalla,795,Kianga South,40,400,No,40,400,No,No
Eurobodalla,796,Carters,100,200,No,100,200,No,No
Eurobodalla,797,Bar ,150,750,No,150,750,No,No
Eurobodalla,798,Wagonga Inlet / Bar South,50,200,No,50,200,No,No
Eurobodalla,799,Smugglers Cove,50,700,No,50,700,No,No
Eurobodalla,800,Narooma,120,750,Yes,120,750,Yes,No
Eurobodalla,801,Glass House Rocks North,40,700,No,40,700,No,No
Eurobodalla,802,Glass House Rocks South 1,20,250,No,20,250,No,No
Eurobodalla,803,Glass House Rocks South 2,90,50,No,90,50,No,No
Eurobodalla,804,Bullengella,80,650,No,80,650,No,No
Eurobodalla,805,Handkerchief,50,1000,No,50,1000,No,No
Eurobodalla,806,Barunga Point,30,150,No,30,150,No,No
Eurobodalla,807,Bogola Head,40,250,No,40,250,No,No
Eurobodalla,808,Fuller North,50,700,No,50,700,No,No
Eurobodalla,809,Fuller South,60,1200,No,60,1200,No,No
Eurobodalla,810,Loader,50,1200,No,50,1200,No,No
Eurobodalla,811,Corunna Point / Billies,40,100,No,40,100,No,No
Eurobodalla,812,Mystery Bay,30,800,No,30,800,No,No
