Beach_FID,Beach_Name,total_visit_base1,% total,international_visit_beach_base,% international,interstate_visit_beach_base,% interstate,domestic_visit_beach,% domestic
521,Little Garie,70687.30865600573,0.05178249874520558,737.1763112096282,0.019706636653537522,902.9483678568761,0.035744567699371545,69047.18397693922,0.053014838539599485
522,North Era,90315.68183442851,0.06616140535244915,941.874608680973,0.025178753582045854,1153.6780654804231,0.04567007946724752,88220.12916026713,0.06773593988910855
523,Era,194011.54954239164,0.1421245625523009,2023.2870814154737,0.05408771653802209,2478.272483922083,0.09810613954516158,189509.9899770541,0.14550689748086096
524,Burning Palms,166930.80935807133,0.12228637064379255,1740.8703289110972,0.04653798353406351,2132.347442854466,0.08441217708892815,163057.5915863058,0.12519658866161854
525,Werrong,72630.23550574452,0.05320580384864692,757.4385007776417,0.02024829758532565,927.767004486183,0.03672705071698632,70945.03000048069,0.054472016004572944
526,Bulgo,63865.00179570198,0.04678476855643469,666.0285606326017,0.017804672567039267,815.8013118767421,0.03229472056173701,62383.17192319264,0.047898170448206885
527,Thommos Rock,64837.01785165674,0.04749682594205027,676.1654186370873,0.018075657098779185,828.217689412434,0.032786241520414726,63332.63474360722,0.04862717364898105
528,Stanwell Park,253697.057,0.18584761233017605,2645.728974547813,0.07072720432320534,3240.685604017265,0.1282874083266906,247810.64242143492,0.19027048519103376
529,Coalcliff North,162081.81822941045,0.11873420715349306,1690.3016842522652,0.04518615237617098,2070.4072062175856,0.08196017976483197,158321.1093389406,0.12155988942021845
53,Broadwater,26476.652688999155,0.01939566324865104,276.1169088702869,0.007381321827984436,338.2085240815626,0.013388492538317715,25862.327256047305,0.019857248692366
530,Coalcliff,73327.3747,0.053716498202953766,764.7087521055248,0.02044265027832442,936.6721489822795,0.037079574240639075,71625.9937989122,0.05499486405927734
531,Scarborough North,169579.7578067458,0.12422687697127381,1768.4954016873278,0.04727647344950234,2166.1846863956944,0.08575167521038803,165645.07771866277,0.12718327590401457
532,Scarborough,94568.67769,0.06927696819876192,986.227801015075,0.02636442956275986,1208.005153882931,0.04782069888076087,92374.44473510199,0.07092564809670136
533,Wombarra,70962.23981668938,0.051983901553627684,740.0434841537221,0.01978328363007886,906.4602945030067,0.03588359259185326,69315.73603803266,0.05322103440941367
534,Coledale,64872.1536,0.04752256488839141,676.5318386047976,0.01808545245581449,828.6665078385868,0.032804008672102945,63366.95525355662,0.04865352514065335
535,Sharky,85432.33411391937,0.06258407369252912,890.9476696390938,0.023817344285091684,1091.2989632377644,0.04320070898881042,83450.08748104252,0.06407347351632046
536,Brickyard / Long Point,164418.5880860585,0.12044602479757069,1714.6711420208846,0.04583761125023855,2100.256730385861,0.08314181802390468,160603.66021365178,0.12331244555808572
537,Little Austinmer,84566.30810742828,0.06194966008353639,881.9161494268361,0.023575908302212643,1080.2364856310946,0.042762784192874506,82604.15547237036,0.06342396188858758
538,Austinmer,330080.4514,0.24180281984728233,3442.308020943266,0.09202183030946094,4216.394859556849,0.16691232507837162,322421.7485194999,0.24755733622859266
539,Thirroul,263400.8938,0.19295622809831914,2746.927319099532,0.07343249880390809,3364.6408622822173,0.13319436345111357,257289.32561861826,0.1975482745275912
54,Airforce,47357.0605311347,0.03469175689604867,493.87229271897615,0.01320248857412725,604.9315121216632,0.023947122735087988,46258.256726294065,0.03551736465149513
540,McCauleys,84587.69579662637,0.06196532778980673,882.139195092716,0.023581870891932095,1080.509688549991,0.042773599340869446,82625.04691298366,0.06344000246094957
541,Sandon Point,188699.4504,0.13823314594010638,1967.8888249954261,0.052606777319128877,2410.4165796343877,0.09541996162961762,184321.14499537018,0.14152287144146652
542,Bulli,275226.9246,0.20161947241621883,2870.257375472456,0.07672943139987479,3515.7046870636955,0.13917445190804675,268840.96253746387,0.20641769006125313
543,Woonona,134751.3849,0.09871310072725652,1405.2809583454268,0.037566808402736726,1721.292624875895,0.06813995456499661,131624.81131677868,0.10106231301329892
544,Bellambi ,218383.43079607363,0.1599783602768499,2277.453973060191,0.06088225741899888,2789.594994540024,0.11043030884792418,213316.38182847342,0.16378558674116375
545,Bellambi Point,220095.637727556,0.16123264983698135,2295.31005520247,0.061359596852568324,2811.466451858332,0.1112961233447749,214988.8612204952,0.16506972636601008
546,East Corrimal,91133.834551316,0.06676074903720851,950.4068730054807,0.025406843158878714,1164.1290173474142,0.04608379609804357,89019.2986609631,0.06834954698508107
