ID,Column1,Beach,LGA,New Count,CONF,Patrolled,Iconic,Main,National_Park,Open_Coast,Surf,Bay,Length (m),Mean Width (m),Latitude,Longitude,Changing room,Restaurant,Park
227,OEH236,Diamond South ,Mid-Coast,,,0,0,0,0,0,1,0,150,30,-32.05249,152.54339,0,0,0
228,OEH237,Shelly,Mid-Coast,,,0,0,1,0,0,0,0,400,40,-32.05613,152.54617,1,1,1
229,OEH238,Black Head ,Mid-Coast,54387.12652,A,1,0,0,0,0,1,0,1580,70,-32.07082,152.544905,1,1,1
230,OEH239,Pebbly,Mid-Coast,,,0,0,0,0,0,0,1,200,35,-32.07475,152.54676,0,0,0
231,OEH240,Diamond Reef ,Mid-Coast,,,0,0,0,0,0,1,0,300,150,-32.07857,152.5447,0,0,0
232,OEH241,Nine Mile ,Mid-Coast,,,0,0,0,0,0,1,0,11700,30,-32.12748,152.50912,0,0,0
233,OEH242,Tuncurry ,Mid-Coast,,,0,0,0,0,0,1,0,5700,90,-32.13056,152.50806,0,0,0
234,OEH243,Tuncurry Rock Pool,Mid-Coast,,,0,0,1,0,0,0,0,80,30,-32.17406,152.50653,0,0,0
235,,Forster Main ,Mid-Coast,169912.2197,A,1,1,0,0,0,0,0,500,120,-32.177962,152.51148,1,1,1
236,OEH245,Pebbly,Mid-Coast,,,0,0,0,0,0,0,1,250,70,-32.17903,152.51813,0,0,0
237,OEH246,One Mile ,Mid-Coast,84406.13757,A,1,0,0,0,0,1,0,1300,110,-32.195352,152.537196,1,1,1
238,OEH247,Burgess ,Mid-Coast,,,0,0,0,0,0,0,1,300,30,-32.20031,152.54278,0,0,0
239,OEH248,McBrides ,Mid-Coast,,,0,0,0,0,0,0,1,200,80,-32.20907,152.56102,0,0,0
240,OEH249,Cape Hawke North ,Mid-Coast,,,0,0,0,0,0,0,1,30,20,-32.21678,152.56766,0,0,0
241,OEH250,Cape Hawke South ,Mid-Coast,,,0,0,0,0,0,0,1,50,30,-32.2226,152.56514,0,0,0
242,OEH251,Janies Corner,Mid-Coast,,,0,0,0,0,0,1,0,200,80,-32.23223,152.56129,0,0,0
243,OEH252,Seven Mile ,Mid-Coast,,,0,0,0,0,0,1,0,9700,120,-32.26973,152.53018,1,0,1
244,OEH253,Lindeman Cove,Mid-Coast,,,0,0,0,0,0,0,1,100,30,-32.31935,152.52884,0,0,0
245,OEH254,Shelly,Mid-Coast,,,0,0,1,0,0,0,0,300,50,-32.32926,152.54473,1,1,1
246,OEH255,Elizabeth ,Mid-Coast,123420.7466,A,1,0,0,0,0,0,1,600,110,-32.330817,152.536868,1,0,1
247,OEH257,Boomerang ,Mid-Coast,116883.4391,B,1,0,0,0,0,1,0,1450,120,-32.34036,152.54342,0,0,0
248,OEH256,Blueys ,Mid-Coast,,,0,0,0,0,0,1,0,975,130,-32.3526,152.53697,0,0,1
249,OEH258,Sandbar / Cellito ,Mid-Coast,,,0,0,0,0,0,1,0,2800,80,-32.3896,152.52159,0,0,0
250,OEH259,Number Six ,Mid-Coast,,,0,0,0,0,0,0,1,175,100,-32.40559,152.51683,0,0,0
251,OEH260,Number Five ,Mid-Coast,,,0,0,0,0,0,0,1,275,110,-32.40895,152.51614,0,0,0
252,OEH261,Number Four ,Mid-Coast,,,0,0,0,0,0,0,1,125,80,-32.41371,152.51633,0,0,0
253,OEH262,Number Three ,Mid-Coast,,,0,0,0,0,0,0,1,125,60,-32.41607,152.51635,0,0,0
254,OEH263,Number Two ,Mid-Coast,,,0,0,0,0,0,0,1,275,50,-32.41916,152.51654,0,0,0
255,OEH264,Number One ,Mid-Coast,,,0,0,0,0,0,0,1,1350,100,-32.42932,152.51978,0,1,1
256,OEH265,Boat ,Mid-Coast,,,0,0,0,0,0,0,1,550,90,-32.43528,152.53183,0,0,1
257,OEH266,Lighthouse ,Mid-Coast,,,0,0,0,0,1,0,0,1950,110,-32.44357,152.52819,0,0,0
258,,Treachery ,Mid-Coast,,,0,0,0,0,0,1,0,1850,180,-32.45399,152.50833,0,0,0
259,OEH267,Submarine / Fiona / Yagon ,Mid-Coast,,,0,0,0,0,0,1,0,8800,180,-32.46909,152.4535,0,0,0
260,,Mungo ,Mid-Coast,,,0,0,0,0,0,1,0,16800,120,-32.53435,152.32671,1,1,1
261,,Dark Point North ,Mid-Coast,,,0,0,0,0,0,1,0,1625,160,-32.59696,152.27622,0,0,0
262,,"Bennetts  (Dark Point , White Sands, Lemon Tree, The Baskets,  Lovers Walk)",Mid-Coast,,,0,0,0,0,0,1,0,13300,140,-32.62941,152.21266,1,1,1
263,,Hawks Nest,Mid-Coast,247919.6369,A,1,0,1,0,0,0,0,1000,40,-32.673633,152.184967,0,0,0
264,,Winda Woppa,Mid-Coast,,,0,0,0,0,0,0,1,1400,15,-32.67889,152.15389,0,0,0
265,,Jimmys,Port Stephens,,,0,0,0,0,0,0,1,500,20,-32.68917,152.185,0,0,0
266,OEH268,Soldiers Point,Port Stephens,,,0,0,0,0,0,0,1,630,11,-32.70306,152.06639,0,0,0
267,,Soldiers Point (S),Port Stephens,,,0,0,0,0,0,0,1,300,11,-32.70694,152.06917,0,0,0
268,,Little/ Little Nelson Bay,Port Stephens,,,0,0,0,0,0,0,1,300,14,-32.71278,152.15806,0,0,0
269,,Wanda,Port Stephens,,,0,0,0,0,0,1,0,1600,10,-32.714788,152.074111,0,0,0
270,OEH269,Nelson Bay,Port Stephens,,,0,0,0,0,0,0,1,550,10,-32.716859,152.150066,0,0,0
271,,Shoal Bay,Port Stephens,,,0,0,1,0,0,0,0,2500,25,-32.71722,152.16778,0,0,0
272,,Corlette,Port Stephens,,,0,0,0,0,0,0,1,300,8,-32.71778,152.10889,0,0,0
273,OEH271,Nelson Bay Marina,Port Stephens,,,0,0,0,0,0,0,1,250,6,-32.719379,152.146726,0,0,0
274,OEH270,Zenith ,Port Stephens,,,0,0,0,1,0,0,0,400,120,-32.71976,152.18445,0,0,0
275,OEH272,Dutchmans,Port Stephens,,,0,0,0,0,0,0,1,400,7,-32.719857,152.133791,0,0,0
276,OEH273,Bagnalls,Port Stephens,,,0,0,0,0,0,0,1,1000,10,-32.719907,152.127665,0,0,0
277,OEH275,Wreck North ,Port Stephens,,,0,0,0,1,0,0,0,50,40,-32.72317,152.18352,0,0,0
278,,Wreck ,Port Stephens,,,0,0,0,1,0,0,0,225,120,-32.72569,152.18285,0,0,0
279,OEH277,Box ,Port Stephens,,,0,0,0,1,0,0,0,350,130,-32.73117,152.18258,0,0,0
280,OEH278,Fly Roads ,Port Stephens,,,0,0,0,1,0,0,0,1400,120,-32.73711,152.18339,0,0,0
281,OEH280,Fingal ,Port Stephens,474423.2841,A,1,0,1,0,0,0,0,2700,70,-32.742707,152.171064,1,1,1
282,OEH284,Shark Bay ,Port Stephens,,,0,0,0,1,0,0,0,30,10,-32.74396,152.20089,1,0,1
283,OEH282,Samurai ,Port Stephens,,,0,0,0,1,0,0,0,1100,180,-32.76612,152.12647,0,0,0
284,OEH283,One Mile / Anna Bay,Port Stephens,449015.2831,A,1,0,0,0,0,1,0,1300,100,-32.77409,152.11725,1,1,1
285,OEH279,Birubi Point,Port Stephens,590809.7218,A,1,0,0,0,0,1,0,400,60,-32.783271,152.075666,1,1,0
286,OEH281,Boulder ,Port Stephens,,,0,0,0,0,0,0,1,50,40,-32.78674,152.11417,0,0,0
287,,Kingsley ,Port Stephens,,,0,0,0,1,0,0,0,100,50,-32.7872,152.10342,0,0,0
288,OEH293,Little Kingsley ,Port Stephens,,,0,0,0,1,0,0,0,30,30,-32.78772,152.09984,0,0,0
289,OEH285,Boat Harbour,Port Stephens,,,0,0,1,0,0,0,0,200,50,-32.78796,152.11126,0,0,0
290,OEH286,Fishermans Bay,Port Stephens,,,0,0,0,1,0,0,0,50,40,-32.78856,152.09198,1,0,1
291,,Newcastle Bight / Stockton,Newcastle,,,0,0,1,0,0,0,0,26,150,-32.88778,151.7975,0,0,0
292,OEH288,Stockton,Newcastle,254903.3337,A,1,0,1,0,0,0,0,32,40,-32.910369,151.787857,1,1,1
293,OEH289,Little Park ,Newcastle,,,0,0,0,0,0,0,1,200,40,-32.91623,151.79,0,0,0
294,,Nobbys Head,Newcastle,,,0,1,0,0,0,0,0,250,30,-32.91843,151.79922,0,0,0
295,OEH291,Horseshoe ,Newcastle,,,0,0,0,0,0,0,1,220,13,-32.92161,151.79247,0,0,0
296,OEH292,Nobbys,Newcastle,701717.4404,A,1,1,0,0,0,0,0,800,60,-32.92459749,151.7918032,1,1,0
297,OEH294,Newcastle ,Newcastle,1021396.15,A,1,0,1,0,0,0,0,650,50,-32.92934,151.7868953,1,1,1
298,,Susan Gilmour ,Newcastle,,,0,0,0,0,0,1,0,100,20,-32.93972,151.77176,0,0,0
299,OEH296,Bar ,Newcastle,572660.4023,A,1,0,1,0,0,0,0,500,50,-32.941681,151.767,1,1,0
300,OEH297,Dixon Park ,Newcastle,538219.9464,A,1,0,0,0,0,1,0,580,70,-32.944929,151.760884,1,0,1
301,OEH300,Merewether ,Newcastle,614834.0327,A,1,1,0,0,0,0,0,330,60,-32.949602,151.756229,1,1,0
302,OEH302,The Gulf,Newcastle,,,0,0,0,0,0,1,0,50,20,-32.95229,151.7547,0,0,0
303,OEH304,The Gulf (S),Newcastle,,,0,0,0,0,0,1,0,500,70,-32.95379,151.75045,0,0,0
304,OEH305,Glenrock / Burwood,Newcastle,,,0,0,0,0,1,0,0,1300,30,-32.95931,151.74186,0,0,0
305,OEH306,Dudley ,Lake Macquarie,,,0,0,0,0,0,1,0,1300,50,-32.97322,151.73029,0,0,0
306,OEH307,Redhead / Nine Mile ,Lake Macquarie,1402597.064,B,1,1,0,0,0,0,0,1000,120,-33.013916,151.719842,1,1,0
307,OEH308,Blacksmiths / Nine Mile,Lake Macquarie,664785.8832,C,1,0,0,0,0,0,1,6900,100,-33.080357,151.657112,1,1,1
308,OEH309,Swansea Wall  (Belmont),Lake Macquarie,,,0,0,0,0,0,0,1,100,40,-33.08723,151.66357,0,0,1
309,OEH310,Swansea Heads ,Lake Macquarie,,,1,0,0,0,1,0,0,100,30,-33.09289,151.66128,0,0,0
310,OEH311,Crabbes ,Lake Macquarie,,,0,0,0,0,0,1,0,300,40,-33.09670162,151.6583886,0,0,0
311,OEH312,Hams ,Lake Macquarie,,,0,0,0,0,0,1,0,1500,60,-33.10275039,151.6516187,0,0,0
312,OEH314,Caves ,Lake Macquarie,707551.4172,B,1,1,0,0,0,0,0,300,60,-33.110361,151.64608,1,1,1
313,,Stinky Point ,Lake Macquarie,,,0,0,0,0,1,0,0,250,50,-33.11933,151.64749,0,0,0
314,,Quarry ,Lake Macquarie,,,0,0,0,0,1,0,0,300,30,-33.1235,151.64678,0,0,0
315,OEH316,Pinny ,Lake Macquarie,,,0,0,0,1,0,0,0,250,70,-33.12927,151.64296,0,0,0
316,OEH317,Catherine Hill Bay / Middle Camp ,Lake Macquarie,295178.7066,B,1,1,0,0,0,0,0,1500,60,-33.157886,151.629047,1,1,1
317,,Catherine Hill Bay South / Little ,Lake Macquarie,,,0,0,0,0,0,0,1,100,20,-33.16078,151.63263,0,0,0
318,OEH320,Moonee,Central Coast,,,0,0,0,0,0,1,0,1000,80,-33.16954,151.63196,1,0,1
319,OEH321,Little/Ghosties,Central Coast,,,0,0,0,1,0,0,0,200,60,-33.177,151.63147,0,0,0
320,OEH322,Timber,Central Coast,,,0,0,0,1,0,0,0,100,50,-33.17934,151.62906,0,0,0
321,OEH876,Bongon ,Central Coast,,,0,0,0,1,0,0,0,50,50,-33.18621451,151.6267581,0,0,0
322,,Frazer Park,Central Coast,172794.3188,B,1,0,0,1,0,0,0,400,70,-33.187031,151.622139,1,0,1
323,OEH323,Deadmans/Gravelly,Central Coast,,,0,0,0,1,0,0,0,70,30,-33.19516,151.62288,0,0,0
324,,Little Birdie,Central Coast,,,0,0,0,1,0,0,0,40,30,-33.1997,151.61856,0,0,0
325,OEH325,Waterfall,Central Coast,,,0,0,0,1,0,0,0,1000,90,-33.20230169,151.6106854,0,0,0
326,OEH326,Red Ochre,Central Coast,,,0,0,0,1,0,0,0,1000,90,-33.20500986,151.6070757,0,0,0
327,OEH327,Birdie,Central Coast,,,0,0,0,1,0,0,0,1500,90,-33.22048775,151.5889702,1,1,0
328,OEH328,Budgewoi,Central Coast,,,1,0,0,0,0,1,0,4500,90,-33.2371162,151.5710103,0,0,0
329,OEH330,Lakes,Central Coast,132593.4757,B,1,0,0,0,0,1,0,1500,30,-33.254398,151.56234,0,0,0
330,OEH331,Lakes South / Hargraves,Central Coast,,,0,0,0,0,0,1,0,1200,50,-33.26332,151.56239,0,0,0
331,OEH332,Jenny Dixons,Central Coast,,,0,0,0,0,0,1,0,300,50,-33.271,151.5641,1,0,1
332,OEH333,Noraville/ Cabbage Tree Harbour,Central Coast,,,0,0,0,0,0,0,1,300,30,-33.27847,151.56758,0,0,1
333,OEH335,Norah Head / Lighthouse,Central Coast,,,0,0,0,0,0,0,1,300,20,-33.2807,151.57412,0,0,1
334,OEH334,Gravelly/Pebbly,Central Coast,,,0,0,0,0,0,1,0,600,50,-33.2865,151.57153,0,0,0
335,OEH337,Soldiers,Central Coast,693285.5055,B,1,0,1,0,0,0,0,900,70,-33.289513,151.5665,1,1,0
336,OEH338,Tuggerah - Magenta,Central Coast,33293.4647,B,1,0,0,0,0,1,0,4100,30,-33.307091,151.535906,0,0,0
337,OEH339,Magenta,Central Coast,,,0,0,0,0,0,1,0,500,30,-33.31332043,151.5269965,0,0,0
338,,Tuggerah / North Entrance,Central Coast,51327.54128,B,1,0,0,0,0,1,0,4100,70,-33.33874,151.507454,1,0,1
339,OEH341,The Entrance,Central Coast,505389.4032,B,1,0,1,0,0,0,0,300,50,-33.347883,151.503243,1,1,0
340,OEH343,Blue Bay,Central Coast,,,0,0,0,0,0,1,0,250,40,-33.35508,151.50226,0,0,0
341,OEH342,Toowoon Bay,Central Coast,294052.8841,B,1,0,1,0,0,0,0,700,50,-33.362204,151.499845,1,1,1
342,OEH344,Little Bay,Central Coast,,,0,0,0,0,1,0,0,200,20,-33.36277,151.50127,0,0,1
343,OEH345,Shelly,Central Coast,,,1,0,1,0,0,0,0,1500,90,-33.37296544,151.4870652,1,1,1
344,OEH346,Blue Lagoon,Central Coast,,,0,0,0,0,0,1,0,400,30,-33.37892,151.48651,0,0,0
345,OEH347,Bateau Bay,Central Coast,,,0,0,0,1,0,0,0,200,40,-33.38384,151.48424,0,0,1
346,OEH348,Forresters ,Central Coast,,,0,0,0,0,0,1,0,1500,70,-33.4128,151.46624,0,0,0
347,OEH349,Spoon Bay,Central Coast,,,0,0,0,0,0,1,0,1070,80,-33.42207,151.45724,0,0,0
348,OEH350,Wamberal,Central Coast,220746.1571,B,1,0,0,0,0,1,0,1800,100,-33.43035,151.446736,1,1,1
349,OEH351,Terrigal,Central Coast,640407.3704,B,1,1,0,0,0,0,0,1000,60,-33.446325,151.444369,1,1,1
350,OEH352,Terrigal Haven,Central Coast,,,0,0,0,0,0,0,1,200,40,-33.44798,151.44918,1,1,1
351,OEH353,North Avoca,Central Coast,285545.1833,B,1,0,0,0,0,1,0,900,70,-33.45774818,151.4393316,1,0,1
352,OEH354,Avoca,Central Coast,859495.9016,B,1,0,1,0,0,0,0,600,60,-33.470681,151.436985,1,1,0
353,OEH355,Copacabana ,Central Coast,418939.0925,B,1,0,0,0,0,1,0,750,50,-33.490566,151.431913,1,1,1
354,OEH357,MacMasters,Central Coast,711320.7459,B,1,0,0,0,0,1,0,750,50,-33.500665,151.424906,1,1,1
355,,Little,Central Coast,,,0,0,0,0,0,1,0,50,40,-33.51053,151.41864,1,1,1
356,OEH356,Maitland Bay,Central Coast,,,0,0,0,0,0,0,1,600,60,-33.52314,151.39376,1,0,1
357,,Ocean,Central Coast,428272.7343,B,1,0,1,0,0,0,0,1300,80,-33.524575,151.320209,1,1,0
358,OEH358,Umina,Central Coast,1040653.37,B,1,0,1,0,0,0,0,1300,60,-33.527079,151.315366,1,1,1
359,OEH360,Putty,Central Coast,,,0,0,0,0,0,0,1,800,50,-33.52838,151.372029,1,0,0
360,OEH363,Lobster,Central Coast,,,0,0,0,0,0,0,1,320,20,-33.52996,151.34098,1,0,0
361,,Bullimah,Central Coast,,,0,0,0,0,0,1,0,50,20,-33.53172,151.38024,0,0,0
362,OEH364,Killcare,Central Coast,152122.3828,C,1,0,0,0,0,1,0,800,80,-33.532519,151.358854,1,0,1
363,,Tallow,Central Coast,,,0,0,0,0,0,1,0,500,80,-33.53766,151.35127,1,0,0
364,,Little Tallow,Central Coast,,,0,0,0,0,0,0,1,150,60,-33.53997,151.34816,0,0,0
365,,Iron Ladder,Central Coast,,,0,0,0,0,0,0,1,100,25,-33.54055,151.34291,0,0,0
366,,Pearl,Central Coast,,,0,0,0,0,0,0,1,1000,50,-33.54167,151.30855,1,1,1
367,,Patonga,Central Coast,,,0,0,0,0,0,0,1,100,15,-33.55056,151.27306,0,0,0
368,OEH371,Middle Head,Central Coast,,,0,0,0,0,0,0,1,100,13,-33.55081,151.30844,0,0,0
369,OEH369,Little Patonga,Central Coast,,,0,0,0,0,0,0,1,500,18,-33.56306,151.26306,0,0,0
370,OEH370,Flint and Steel,Northern Beaches,,,0,0,0,0,0,0,1,100,20,-33.57306,151.28583,0,0,0
371,OEH372,Flannel Flower,Northern Beaches,,,0,0,0,0,1,0,0,100,3,-33.57610656,151.3061752,0,0,0
372,,Hungry,Northern Beaches,,,0,0,0,0,0,0,1,120,12,-33.58278,151.27556,0,0,0
373,OEH375,Resolute ,Northern Beaches,,,0,0,0,1,0,0,0,60,10,-33.58472,151.30667,0,0,0
374,OEH374,Station (Barrebjoey),Northern Beaches,,,0,0,0,0,0,0,1,1500,10,-33.5875,151.32389,0,0,0
375,,Great Mackerel ,Northern Beaches,,,0,0,0,1,0,0,0,640,10,-33.59,151.30056,0,0,0
376,,North Palm ,Northern Beaches,292456.6237,A,1,0,0,0,0,1,0,1400,100,-33.591461,151.323909,1,1,1
377,,Currawong ,Northern Beaches,,,0,0,0,1,0,0,0,360,10,-33.59611,151.29944,0,0,0
378,OEH376,Palm,Northern Beaches,939918.5174,A,1,1,0,0,0,0,0,900,80,-33.598919,151.324626,1,1,1
379,OEH377,Snapperman ,Northern Beaches,,,0,0,0,0,0,0,1,640,10,-33.59917,151.31778,0,0,0
380,OEH378,Sandy ,Northern Beaches,,,0,0,0,0,0,0,1,470,10,-33.60333,151.31833,0,0,0
381,,The Basin,Northern Beaches,,,0,0,0,0,0,0,1,500,10,-33.60389,151.29306,0,0,0
382,,Bonnie Doon,Northern Beaches,,,0,0,0,0,0,0,1,60,8,-33.60639,151.29361,0,0,0
383,OEH379,Portuguese ,Northern Beaches,,,0,0,0,1,0,0,0,80,10,-33.61056,151.30139,0,0,0
384,OEH380,Whale,Northern Beaches,132925.4944,A,1,0,0,0,0,1,0,600,70,-33.611445,151.330545,1,1,1
385,OEH382,Paradise ,Northern Beaches,,,0,0,0,0,0,0,1,160,10,-33.62361,151.31694,0,0,0
386,OEH383,Old Wharf,Northern Beaches,,,0,0,0,0,0,0,1,300,0,-33.62880513,151.3151475,0,0,0
387,OEH381,Clareville,Northern Beaches,,,0,0,0,0,0,0,1,320,10,-33.634888,151.310683,0,0,0
388,OEH384,Taylors,Northern Beaches,,,0,0,0,0,0,0,1,200,7,-33.63528,151.30611,0,0,0
389,OEH385,Avalon,Northern Beaches,351965.6202,A,1,0,1,0,0,0,0,500,70,-33.635931,151.331578,1,1,1
390,OEH386,Bilgola,Northern Beaches,226606.5262,A,1,0,0,0,0,0,1,500,70,-33.646349,151.326871,1,1,0
391,OEH387,Newport,Northern Beaches,513562.1718,A,1,0,1,0,0,0,0,1300,100,-33.653819,151.322899,1,0,1
392,OEH388,Bungan,Northern Beaches,74757.0975,A,1,0,0,0,0,1,0,600,80,-33.664836,151.320659,1,0,0
393,OEH389,The Basin,Northern Beaches,,,0,0,0,0,0,0,1,300,40,-33.67655,151.3159,0,0,0
394,OEH390,Mona Vale,Northern Beaches,407491.244,A,1,0,0,0,0,1,0,1000,80,-33.678615,151.313458,1,1,1
395,OEH391,Warriewood,Northern Beaches,205756.3863,A,1,0,0,0,0,1,0,500,60,-33.692442,151.308839,1,1,0
396,OEH392,Turimetta / Little Narrabeen (Northern es),Northern Beaches,,,0,0,0,0,0,1,0,350,70,-33.69911,151.31001,0,0,1
397,OEH392,North Narrabeen,Northern Beaches,606345.795,A,1,0,0,0,0,1,0,950,90,-33.705004,151.304967,1,1,1
398,OEH393,Narrabeen,Northern Beaches,138662.3741,A,1,0,0,0,0,1,0,1000,90,-33.715077,151.299934,1,1,1
399,OEH394,South Narrabeen,Northern Beaches,65862.05349,A,1,0,0,0,0,1,0,1000,70,-33.722862,151.299041,1,0,0
400,OEH395,Collaroy,Northern Beaches,471013.244,A,1,0,1,0,0,0,0,700,60,-33.733058,151.302421,1,0,1
401,OEH396,Fishermans,Northern Beaches,,,1,0,0,0,0,0,1,500,30,-33.73822,151.30708,1,0,1
402,OEH397,Long Reef Head,Northern Beaches,,,0,0,0,0,0,1,0,50,20,-33.74112,151.31623,0,0,1
403,OEH398,Butter Box,Northern Beaches,,,0,0,0,0,0,1,0,30,20,-33.74266,151.31482,0,0,0
404,OEH399,Long Reef,Northern Beaches,582186.0281,A,1,0,0,0,0,1,0,1000,60,-33.744824,151.304635,1,1,1
405,,Dee Why,Northern Beaches,1318950.298,A,1,0,1,0,0,0,0,800,80,-33.752293,151.296688,1,1,1
406,,North Curl Curl,Northern Beaches,732394.5146,A,1,0,0,0,0,1,0,600,100,-33.766432,151.299328,1,1,0
407,OEH400,South Curl Curl,Northern Beaches,538707.533,A,1,0,0,0,0,1,0,800,120,-33.773154,151.292599,1,1,1
408,OEH401,Freshwater,Northern Beaches,961252.6023,A,1,0,0,0,0,1,0,350,200,-33.781172,151.290023,1,1,1
409,,Queenscliff,Northern Beaches,1117615.222,A,1,0,0,0,0,1,0,400,100,-33.785879,151.287793,1,0,1
410,,North Steyne ,Northern Beaches,1500349.541,A,1,0,0,0,0,1,0,400,120,-33.79083266,151.2873464,1,1,0
411,OEH404,Pickering Point,Northern Beaches,,,0,0,0,0,0,0,1,30,5,-33.7935,151.23535,0,0,0
412,OEH402,West Esplanande / Manly Cove,Northern Beaches,,,0,0,0,0,0,0,1,230,18,-33.79861,151.28167,0,0,0
413,,Delwood ,Northern Beaches,,,0,0,0,0,0,0,1,30,5,-33.79917,151.27806,0,0,0
414,,Manly ,Northern Beaches,6257278.969,A,1,1,0,0,0,0,0,600,100,-33.799655,151.290418,1,1,1
415,OEH403,Fairlight,Northern Beaches,,,0,0,0,0,0,0,1,80,10,-33.79972,151.275,0,0,0
416,,Esplande,Northern Beaches,,,0,0,0,0,0,0,1,50,8,-33.80028,151.27333,0,0,0
417,,Shelly ,Northern Beaches,,,0,0,0,0,0,0,1,100,80,-33.8006,151.2977,0,0,0
418,,Fairy Bower,Northern Beaches,,,0,0,0,0,0,0,1,60,20,-33.80083,151.29352,0,0,0
419,OEH405,East Esplanade / Manly Cove,Northern Beaches,,,0,0,1,0,0,0,0,250,8,-33.80083,151.28583,0,0,0
420,,Sandy Bay,Northern Beaches,,,0,0,0,0,0,0,1,150,7,-33.8025,151.25222,0,0,0
421,,Forty Baskets ,Northern Beaches,,,0,0,0,0,0,0,1,100,12,-33.80341,151.270083,0,0,0
422,OEH407,Spit East ,Mosman,,,0,0,0,0,0,0,1,470,9,-33.80667,151.2475,0,0,0
423,OEH406,Little Manly,Northern Beaches,,,0,0,0,0,0,0,1,140,20,-33.80667,151.28667,0,0,0
424,OEH408,Clontarf Beach,Northern Beaches,,,0,0,0,0,0,0,1,660,20,-33.80694,151.25139,0,0,0
425,,Reef ,Northern Beaches,,,0,0,0,1,0,0,0,80,8,-33.8075,151.27389,0,0,0
426,,Collins Flat,Northern Beaches,,,0,0,0,1,0,0,0,70,22,-33.80806,151.29139,0,0,0
427,,Castle Rock,Northern Beaches,,,0,0,0,1,0,0,0,30,8,-33.81139,151.25917,0,0,0
428,,Store ,Northern Beaches,,,0,0,0,1,0,0,0,200,10,-33.81194,151.28944,0,0,0
429,OEH410,Chinamans ,Mosman,,,0,0,0,0,0,0,1,230,13,-33.81444,151.24833,0,0,0
430,,Washaway ,Northern Beaches,,,0,0,0,1,0,0,0,100,7,-33.815,151.26333,0,0,0
431,,Quarantine,Northern Beaches,,,0,1,0,0,0,0,0,110,15,-33.815336,151.286562,0,0,0
432,,Edwards,Mosman,,,0,0,1,0,0,0,0,430,22,-33.82167,151.25111,0,0,0
433,,Cobblers,Mosman,,,0,0,0,0,0,0,1,100,5,-33.82583,151.26333,0,0,0
434,,Balmoral,Mosman,,,0,1,0,0,0,0,0,860,16,-33.82694,151.25222,0,0,0
435,,Obelisk ,Mosman,,,0,0,0,0,0,0,1,90,9,-33.82972,151.26083,0,0,0
436,,Lady Bay,Woollahra,,,0,0,0,0,0,0,1,90,14,-33.83556,151.27917,0,0,0
437,,Clifton Gardens / Chowder Bay,Mosman,,,0,0,0,0,0,0,1,120,9,-33.83889,151.25306,0,0,0
438,,Camp Cove,Woollahra,,,0,0,0,0,0,0,1,240,14,-33.83944,151.27889,0,0,0
439,OEH413,Sirius Cove,Mosman,,,0,0,0,0,0,0,1,100,9,-33.839516,151.236679,0,0,0
440,,Little Sirius Cove,Mosman,,,0,0,0,0,0,0,1,30,5,-33.84056,151.23778,0,0,0
441,,Cabarita,Canada Bay,,,0,0,1,0,0,0,0,160,11,-33.841891,151.118327,0,0,0
442,OEH412,Watsons Bay,Woollahra,,,0,1,0,0,0,0,0,200,11,-33.8425,151.28139,0,0,0
443,OEH414,Taylors Bay,Mosman,,,0,0,0,1,0,0,0,50,21,-33.84278,151.24583,0,0,0
444,,Watsons Bay (S),Woollahra,,,0,0,0,0,0,0,1,60,10,-33.84389,151.28167,0,0,0
445,,Whiting ,Mosman,,,0,0,0,0,0,0,1,90,8,-33.84417,151.23806,0,0,0
446,,Ashton Reserve,Mosman,,,0,0,0,1,0,0,0,50,4,-33.84556,151.24667,0,0,0
447,,Athol ,Mosman,,,0,0,0,0,0,0,1,100,8,-33.84583,151.24222,0,0,0
448,,Gibsons ,Woollahra,,,0,0,0,0,0,0,1,120,16,-33.84639,151.28083,0,0,0
449,,Kutti ,Woollahra,,,0,0,0,0,0,0,1,80,15,-33.84722,151.27889,0,0,0
450,,Quarantine Reserve,Canada Bay,,,0,0,0,0,0,0,1,180,9,-33.848069,151.122372,0,0,0
451,OEH415,Shark,Woollahra,,,0,0,0,0,0,0,1,220,18,-33.85056,151.26639,0,0,0
452,,Parsley Bay ,Woollahra,,,0,0,0,0,0,0,1,60,50,-33.85139,151.2775,0,0,0
453,,Bradleys Head,Mosman,,,0,0,0,1,0,0,0,100,4,-33.85167,151.2475,0,0,0
454,OEH416,Vaucluse Park,Woollahra,,,0,0,0,0,0,0,1,80,50,-33.85278,151.27333,0,0,0
455,OEH417,Milk,Woollahra,,,0,0,0,0,0,0,1,45,9,-33.85664,151.267253,0,0,0
456,,Bayview Park,Canada Bay,,,0,0,0,0,0,0,1,330,5,-33.857139,151.121511,0,0,0
457,OEH418,Little Bay,Woollahra,,,0,0,0,0,0,0,1,45,20,-33.8575,151.26833,0,0,1
458,OEH419,Hermit,Woollahra,,,0,0,0,0,0,0,1,30,20,-33.85861,151.26889,0,0,0
459,OEH420,Queens,Woollahra,,,0,0,0,0,0,0,1,55,10,-33.861124,151.268861,0,0,0
460,OEH421,Lady Martins ,Woollahra,,,0,0,0,0,0,0,1,160,8,-33.865008,151.253298,0,0,0
461,OEH423,Carthona Ave,Woollahra,,,0,0,0,0,0,0,1,0,0,-33.86778,151.24056,0,0,0
